depth	yearBP	SST	Notes
2276.5	9296	NA	MD99-2275
2277.5	9299	10.93	MD99-2275
2278.5	9302	9.70	MD99-2275
2279.5	9305	9.54	MD99-2275
2280.5	9308	9.81	MD99-2275
2281.5	9310	9.58	MD99-2275
2282.5	9313	9.80	MD99-2275
2283.5	9316	9.46	MD99-2275
2284.5	9319	9.59	MD99-2275
2285.5	9322	NA	MD99-2275
2286.5	9325	9.36	MD99-2275
2287.5	9328	8.65	MD99-2275
2288.5	9331	NA	MD99-2275
2289.5	9334	9.39	MD99-2275
2290.5	9337	9.49	MD99-2275
2291.5	9339	9.46	MD99-2275
2292.5	9342	8.86	MD99-2275
2293.5	9345	8.87	MD99-2275
2294.5	9348	8.56	MD99-2275
2295.5	9351	9.45	MD99-2275
2296.5	9354	9.28	MD99-2275
2297.5	9357	NA	MD99-2275
2298.5	9360	NA	MD99-2275
2299.5	9363	10.00	MD99-2275
2300.5	9366	8.81	MD99-2275
2301.5	9368	9.08	MD99-2275
2302.5	9371	9.30	MD99-2275
2303.5	9374	8.39	MD99-2275
2304.5	9377	9.67	MD99-2275
2305.5	9380	9.84	MD99-2275
2306.5	9383	9.93	MD99-2275
2307.5	9386	10.43	MD99-2275
2308.5	9389	10.18	MD99-2275
2309.5	9392	8.21	MD99-2275
2310.5	9395	10.03	MD99-2275
2311.5	9397	8.57	MD99-2275
2312.5	9400	9.48	MD99-2275
2313.5	9403	9.77	MD99-2275
2314.5	9406	NA	MD99-2275
2315.5	9409	NA	MD99-2275
2316.5	9412	NA	MD99-2275
2317.5	9415	NA	MD99-2275
2318.5	9418	9.47	MD99-2275
2319.5	9421	10.08	MD99-2275
2320.5	9424	13.15	MD99-2275
2321.5	9427	10.36	MD99-2275
2322.5	9429	9.99	MD99-2275
2323.5	9432	9.87	MD99-2275
2324.5	9435	9.95	MD99-2275
2325.5	9438	10.27	MD99-2275
2326.5	9441	10.18	MD99-2275
2327.5	9444	9.88	MD99-2275
2328.5	9447	10.56	MD99-2275
2329.5	9450	9.64	MD99-2275
2330.5	9453	9.70	MD99-2275
2331.5	9456	9.58	MD99-2275
2332.5	9458	9.20	MD99-2275
2333.5	9461	9.33	MD99-2275
2334.5	9464	8.93	MD99-2275
2335.5	9467	9.11	MD99-2275
2336.5	9470	8.90	MD99-2275
2337.5	9473	9.24	MD99-2275
2338.5	9476	9.08	MD99-2275
2339.5	9479	8.32	MD99-2275
2340.5	9482	9.10	MD99-2275
2341.5	9485	8.75	MD99-2275
2342.5	9487	8.04	MD99-2275
2343.5	9490	8.91	MD99-2275
2344.5	9493	9.56	MD99-2275
2345.5	9496	9.68	MD99-2275
2346.5	9499	9.54	MD99-2275
2347.5	9502	9.24	MD99-2275
2348.5	9505	8.95	MD99-2275
2349.5	9508	8.42	MD99-2275
2350.5	9511	8.31	MD99-2275
2351.5	9514	8.52	MD99-2275
2352.5	9516	8.10	MD99-2275
2353.5	9519	8.77	MD99-2275
2354.5	9522	8.71	MD99-2275
2355.5	9525	8.80	MD99-2275
2356.5	9528	8.55	MD99-2275
2357.5	9531	8.71	MD99-2275
2358.5	9534	8.55	MD99-2275
2359.5	9537	8.72	MD99-2275
2360.5	9540	9.33	MD99-2275
2361.5	9543	8.89	MD99-2275
2362.5	9546	8.22	MD99-2275
2363.5	9548	10.82	MD99-2275
2364.5	9551	9.19	MD99-2275
2365.5	9554	8.93	MD99-2275
2366.5	9557	8.61	MD99-2275
2367.5	9560	9.09	MD99-2275
2368.5	9563	NA	MD99-2275
2369.5	9566	NA	MD99-2275
2370.5	9569	9.88	MD99-2275
2371.5	9572	9.04	MD99-2275
2372.5	9575	9.91	MD99-2275
2373.5	9577	9.73	MD99-2275
2374.5	9580	9.06	MD99-2275
2375.5	9583	8.59	MD99-2275
2376.5	9586	9.37	MD99-2275
2377.5	9589	10.33	MD99-2275
2378.5	9592	9.44	MD99-2275
2379.5	9595	9.53	MD99-2275
2380.5	9598	9.08	MD99-2275
