depth	yearBP	SST	Notes
790.5	3357	7.82	MD99-2275
791.5	3362	7.76	MD99-2275
792.5	3367	8.45	MD99-2275
793.5	3371	8.10	MD99-2275
794.5	3376	8.44	MD99-2275
795.5	3381	8.55	MD99-2275
796.5	3386	8.67	MD99-2275
797.5	3391	8.33	MD99-2275
798.5	3395	8.93	MD99-2275
799.5	3400	8.99	MD99-2275
800.5	3405	9.02	MD99-2275
801.5	3410	8.32	MD99-2275
802.5	3415	8.78	MD99-2275
803.5	3419	7.51	MD99-2275
804.5	3424	7.79	MD99-2275
805.5	3429	7.99	MD99-2275
806.5	3434	8.39	MD99-2275
807.5	3439	8.65	MD99-2275
808.5	3444	8.27	MD99-2275
809.5	3448	8.64	MD99-2275
810.5	3453	8.22	MD99-2275
811.5	3458	8.72	MD99-2275
812.5	3463	8.52	MD99-2275
813.5	3468	8.75	MD99-2275
814.5	3472	9.01	MD99-2275
815.5	3477	8.62	MD99-2275
816.5	3482	8.64	MD99-2275
817.5	3487	9.13	MD99-2275
818.5	3492	9.88	MD99-2275
819.5	3496	8.80	MD99-2275
820.5	3501	8.63	MD99-2275
821.5	3506	9.10	MD99-2275
822.5	3511	NA	MD99-2275
823.5	3516	9.25	MD99-2275
824.5	3520	9.51	MD99-2275
825.5	3525	10.47	MD99-2275
826.5	3530	10.01	MD99-2275
827.5	3535	9.45	MD99-2275
828.5	3540	9.16	MD99-2275
829.5	3544	9.28	MD99-2275
830.5	3549	8.84	MD99-2275
831.5	3554	8.67	MD99-2275
832.5	3559	9.15	MD99-2275
833.5	3564	8.72	MD99-2275
834.5	3568	7.36	MD99-2275
835.5	3573	8.83	MD99-2275
836.5	3578	8.82	MD99-2275
837.5	3583	7.63	MD99-2275
838.5	3588	9.45	MD99-2275
839.5	3592	9.04	MD99-2275
840.5	3597	9.05	MD99-2275
841.5	3602	8.81	MD99-2275
842.5	3607	9.03	MD99-2275
843.5	3612	9.52	MD99-2275
844.5	3616	8.72	MD99-2275
845.5	3621	7.88	MD99-2275
846.5	3626	8.67	MD99-2275
847.5	3631	8.55	MD99-2275
848.5	3636	8.35	MD99-2275
849.5	3640	7.49	MD99-2275
850.5	3645	7.85	MD99-2275
851.5	3650	7.74	MD99-2275
852.5	3655	8.37	MD99-2275
853.5	3660	8.45	MD99-2275
854.5	3664	9.24	MD99-2275
855.5	3669	8.20	MD99-2275
856.5	3674	8.88	MD99-2275
857.5	3679	9.41	MD99-2275
858.5	3684	8.44	MD99-2275
859.5	3688	8.65	MD99-2275
860.5	3693	10.70	MD99-2275
861.5	3698	8.29	MD99-2275
862.5	3703	8.15	MD99-2275
863.5	3708	9.28	MD99-2275
864.5	3712	8.48	MD99-2275
865.5	3717	8.44	MD99-2275
866.5	3722	8.55	MD99-2275
867.5	3727	8.03	MD99-2275
868.5	3732	7.85	MD99-2275
869.5	3736	7.85	MD99-2275
870.5	3741	7.66	MD99-2275
871.5	3746	7.67	MD99-2275
872.5	3751	8.11	MD99-2275
873.5	3756	8.38	MD99-2275
874.5	3761	8.17	MD99-2275
875.5	3765	8.31	MD99-2275
876.5	3770	7.81	MD99-2275
877.5	3775	7.75	MD99-2275
878.5	3780	7.93	MD99-2275
879.5	3785	8.02	MD99-2275
880.5	3789	8.34	MD99-2275
881.5	3794	8.17	MD99-2275
882.5	3799	8.48	MD99-2275
883.5	3804	8.16	MD99-2275
884.5	3809	8.66	MD99-2275
885.5	3813	9.07	MD99-2275
886.5	3818	8.89	MD99-2275
887.5	3823	8.96	MD99-2275
888.5	3828	8.52	MD99-2275
889.5	3833	8.85	MD99-2275
890.5	3837	9.01	MD99-2275
891.5	3842	8.70	MD99-2275
892.5	3847	8.15	MD99-2275
893.5	3852	8.01	MD99-2275
894.5	3857	8.02	MD99-2275
895.5	3861	8.42	MD99-2275
896.5	3866	8.73	MD99-2275
897.5	3871	8.66	MD99-2275
898.5	3876	8.70	MD99-2275
899.5	3881	8.72	MD99-2275
900.5	3885	9.57	MD99-2275
901.5	3890	9.03	MD99-2275
902.5	3895	9.36	MD99-2275
903.5	3900	8.50	MD99-2275
904.5	3905	9.94	MD99-2275
905.5	3909	8.15	MD99-2275
906.5	3914	8.30	MD99-2275
907.5	3919	8.66	MD99-2275
908.5	3924	9.06	MD99-2275
909.5	3929	8.94	MD99-2275
910.5	3933	8.76	MD99-2275
911.5	3938	8.47	MD99-2275
912.5	3943	8.67	MD99-2275
913.5	3948	8.76	MD99-2275
914.5	3953	8.65	MD99-2275
915.5	3957	8.94	MD99-2275
916.5	3962	9.24	MD99-2275
917.5	3967	8.92	MD99-2275
918.5	3972	8.51	MD99-2275
919.5	3977	9.15	MD99-2275
920.5	3981	9.05	MD99-2275
921.5	3986	9.05	MD99-2275
922.5	3991	9.04	MD99-2275
923.5	3996	8.84	MD99-2275
924.5	4001	9.27	MD99-2275
925.5	4005	7.70	MD99-2275
926.5	4010	7.73	MD99-2275
927.5	4015	8.41	MD99-2275
928.5	4020	9.30	MD99-2275
929.5	4025	8.44	MD99-2275
930.5	4029	9.02	MD99-2275
931.5	4034	8.66	MD99-2275
932.5	4039	8.44	MD99-2275
933.5	4044	8.42	MD99-2275
934.5	4049	6.75	MD99-2275
935.5	4054	7.72	MD99-2275
936.5	4058	7.11	MD99-2275
937.5	4063	7.18	MD99-2275
938.5	4068	6.82	MD99-2275
939.5	4073	7.29	MD99-2275
940.5	4078	7.86	MD99-2275
941.5	4082	7.63	MD99-2275
942.5	4087	7.22	MD99-2275
943.5	4092	7.75	MD99-2275
944.5	4097	7.69	MD99-2275
945.5	4102	7.26	MD99-2275
946.5	4106	7.70	MD99-2275
947.5	4111	6.86	MD99-2275
948.5	4116	6.96	MD99-2275
949.5	4121	8.58	MD99-2275
950.5	4126	7.39	MD99-2275
951.5	4130	8.60	MD99-2275
952.5	4135	8.38	MD99-2275
953.5	4140	8.54	MD99-2275
954.5	4145	NA	MD99-2275
955.5	4150	9.14	MD99-2275
956.5	4154	8.73	MD99-2275
957.5	4159	8.80	MD99-2275
958.5	4164	8.92	MD99-2275
959.5	4169	8.89	MD99-2275
960.5	4174	9.07	MD99-2275
961.5	4178	9.51	MD99-2275
962.5	4183	9.31	MD99-2275
963.5	4188	8.99	MD99-2275
964.5	4193	8.34	MD99-2275
965.5	4198	8.45	MD99-2275
966.5	4202	8.48	MD99-2275
967.5	4207	7.51	MD99-2275
968.5	4212	8.63	MD99-2275
969.5	4217	8.11	MD99-2275
970.5	4222	8.46	MD99-2275
971.5	4226	8.52	MD99-2275
972.5	4231	8.45	MD99-2275
973.5	4236	8.48	MD99-2275
974.5	4241	7.55	MD99-2275
975.5	4245	8.21	MD99-2275
976.5	4250	8.77	MD99-2275
977.5	4255	8.88	MD99-2275
978.5	4260	9.12	MD99-2275
979.5	4265	7.62	MD99-2275
980.5	4269	8.39	MD99-2275
981.5	4274	8.90	MD99-2275
982.5	4279	8.69	MD99-2275
983.5	4284	8.55	MD99-2275
984.5	4289	7.73	MD99-2275
985.5	4293	8.73	MD99-2275
986.5	4298	8.53	MD99-2275
987.5	4303	8.41	MD99-2275
988.5	4308	7.14	MD99-2275
989.5	4313	8.21	MD99-2275
990.5	4317	8.60	MD99-2275
991.5	4322	8.42	MD99-2275
992.5	4327	8.28	MD99-2275
993.5	4332	8.10	MD99-2275
994.5	4336	8.23	MD99-2275
995.5	4341	8.45	MD99-2275
996.5	4346	8.43	MD99-2275
997.5	4351	8.27	MD99-2275
998.5	4356	9.10	MD99-2275
999.5	4360	9.22	MD99-2275
1000.5	4365	8.64	MD99-2275
1001.5	4370	8.91	MD99-2275
1002.5	4375	8.47	MD99-2275
1003.5	4380	8.32	MD99-2275
1004.5	4384	8.48	MD99-2275
1005.5	4389	8.24	MD99-2275
1006.5	4394	8.44	MD99-2275
1007.5	4399	8.29	MD99-2275
1008.5	4403	8.53	MD99-2275
1009.5	4408	8.84	MD99-2275
1010.5	4413	8.41	MD99-2275
1011.5	4418	9.10	MD99-2275
1012.5	4423	9.22	MD99-2275
1013.5	4427	9.04	MD99-2275
1014.5	4432	9.16	MD99-2275
1015.5	4437	8.94	MD99-2275
1016.5	4442	9.03	MD99-2275
1017.5	4447	9.18	MD99-2275
1018.5	4451	9.10	MD99-2275
1019.5	4456	8.63	MD99-2275
1020.5	4461	9.30	MD99-2275
1021.5	4466	9.17	MD99-2275
1022.5	4470	9.09	MD99-2275
1023.5	4475	9.39	MD99-2275
1024.5	4480	9.15	MD99-2275
1025.5	4485	9.01	MD99-2275
1026.5	4490	9.22	MD99-2275
1027.5	4494	8.00	MD99-2275
1028.5	4499	9.07	MD99-2275
1029.5	4504	9.23	MD99-2275
1030.5	4509	8.82	MD99-2275
1031.5	4514	8.60	MD99-2275
1032.5	4518	8.39	MD99-2275
1033.5	4523	8.43	MD99-2275
1034.5	4528	8.96	MD99-2275
1035.5	4533	9.14	MD99-2275
1036.5	4538	8.85	MD99-2275
1037.5	4542	8.91	MD99-2275
1038.5	4547	8.87	MD99-2275
1039.5	4552	8.78	MD99-2275
1040.5	4557	8.79	MD99-2275
1041.5	4561	8.55	MD99-2275
1042.5	4566	9.12	MD99-2275
1043.5	4571	8.51	MD99-2275
1044.5	4576	9.14	MD99-2275
1045.5	4581	NA	MD99-2275
1046.5	4585	NA	MD99-2275
1047.5	4590	NA	MD99-2275
1048.5	4595	NA	MD99-2275
1049.5	4600	11.30	MD99-2275
1050.5	4605	9.59	MD99-2275
1051.5	4609	8.70	MD99-2275
1052.5	4614	8.88	MD99-2275
1053.5	4619	8.93	MD99-2275
1054.5	4624	7.66	MD99-2275
1055.5	4628	8.81	MD99-2275
1056.5	4633	8.93	MD99-2275
1057.5	4638	8.59	MD99-2275
1058.5	4643	9.19	MD99-2275
1059.5	4648	9.15	MD99-2275
1060.5	4652	9.16	MD99-2275
1061.5	4657	9.07	MD99-2275
1062.5	4662	10.06	MD99-2275
1063.5	4667	NA	MD99-2275
1064.5	4672	9.25	MD99-2275
1065.5	4676	9.16	MD99-2275
1066.5	4681	8.64	MD99-2275
1067.5	4686	8.89	MD99-2275
1068.5	4691	9.77	MD99-2275
1069.5	4695	9.30	MD99-2275
1070.5	4700	9.64	MD99-2275
1071.5	4705	9.16	MD99-2275
1072.5	4710	8.98	MD99-2275
1073.5	4715	8.98	MD99-2275
1074.5	4719	8.46	MD99-2275
1075.5	4724	8.00	MD99-2275
1076.5	4729	8.62	MD99-2275
1077.5	4734	8.60	MD99-2275
1078.5	4739	8.48	MD99-2275
1079.5	4743	8.78	MD99-2275
1080.5	4748	7.81	MD99-2275
1081.5	4753	8.25	MD99-2275
1082.5	4758	8.45	MD99-2275
1083.5	4763	8.63	MD99-2275
1084.5	4767	8.50	MD99-2275
1085.5	4772	8.16	MD99-2275
1086.5	4777	8.23	MD99-2275
1087.5	4782	8.00	MD99-2275
1088.5	4786	8.02	MD99-2275
1089.5	4791	8.33	MD99-2275
1090.5	4796	8.78	MD99-2275
1091.5	4801	8.62	MD99-2275
1092.5	4806	8.83	MD99-2275
1093.5	4810	8.82	MD99-2275
1094.5	4815	8.40	MD99-2275
1095.5	4820	8.84	MD99-2275
1096.5	4825	8.89	MD99-2275
1097.5	4830	8.83	MD99-2275
1098.5	4834	8.81	MD99-2275
1099.5	4839	8.29	MD99-2275
1100.5	4844	7.99	MD99-2275
1101.5	4849	8.03	MD99-2275
1102.5	4853	8.50	MD99-2275
1103.5	4858	8.33	MD99-2275
1104.5	4863	8.46	MD99-2275
1105.5	4868	8.38	MD99-2275
1106.5	4873	7.99	MD99-2275
1107.5	4877	8.09	MD99-2275
1108.5	4882	7.81	MD99-2275
1109.5	4887	8.50	MD99-2275
1110.5	4892	8.65	MD99-2275
1111.5	4897	8.28	MD99-2275
1112.5	4901	8.85	MD99-2275
1113.5	4906	8.99	MD99-2275
1114.5	4911	8.35	MD99-2275
1115.5	4916	7.91	MD99-2275
1116.5	4920	8.13	MD99-2275
1117.5	4925	8.40	MD99-2275
1118.5	4930	8.90	MD99-2275
1119.5	4935	8.38	MD99-2275
1120.5	4940	8.11	MD99-2275
1121.5	4944	7.39	MD99-2275
1122.5	4949	8.46	MD99-2275
1123.5	4954	8.20	MD99-2275
1124.5	4959	7.75	MD99-2275
1125.5	4964	8.32	MD99-2275
1126.5	4968	8.48	MD99-2275
1127.5	4973	9.02	MD99-2275
1128.5	4978	8.82	MD99-2275
1129.5	4983	8.53	MD99-2275
1130.5	4988	NA	MD99-2275
1131.5	4992	9.04	MD99-2275
1132.5	4997	9.16	MD99-2275
1133.5	5002	8.94	MD99-2275
1134.5	5007	8.92	MD99-2275
1135.5	5011	8.84	MD99-2275
1136.5	5016	8.84	MD99-2275
1137.5	5021	8.86	MD99-2275
1138.5	5026	8.38	MD99-2275
1139.5	5031	9.04	MD99-2275
1140.5	5035	8.80	MD99-2275
1141.5	5040	9.60	MD99-2275
1142.5	5045	9.06	MD99-2275
1143.5	5050	10.34	MD99-2275
1144.5	5055	10.13	MD99-2275
1145.5	5059	10.17	MD99-2275
1146.5	5064	10.17	MD99-2275
1147.5	5069	8.64	MD99-2275
1148.5	5074	9.32	MD99-2275
1149.5	5078	7.07	MD99-2275
1150.5	5083	8.36	MD99-2275
1151.5	5088	8.79	MD99-2275
1152.5	5093	8.41	MD99-2275
1153.5	5098	7.48	MD99-2275
1154.5	5102	8.51	MD99-2275
1155.5	5107	8.39	MD99-2275
1156.5	5112	8.56	MD99-2275
1157.5	5117	6.71	MD99-2275
1158.5	5122	8.01	MD99-2275
1159.5	5126	7.74	MD99-2275
1160.5	5131	7.95	MD99-2275
1161.5	5136	8.30	MD99-2275
1162.5	5141	8.66	MD99-2275
1163.5	5145	9.16	MD99-2275
1164.5	5150	7.88	MD99-2275
1165.5	5155	8.77	MD99-2275
1166.5	5160	7.79	MD99-2275
1167.5	5165	8.70	MD99-2275
1168.5	5169	9.06	MD99-2275
1169.5	5174	8.80	MD99-2275
1170.5	5179	8.69	MD99-2275
1171.5	5184	NA	MD99-2275
1172.5	5189	8.33	MD99-2275
1173.5	5193	8.25	MD99-2275
1174.5	5198	7.90	MD99-2275
1175.5	5203	8.43	MD99-2275
1176.5	5208	8.67	MD99-2275
1177.5	5213	NA	MD99-2275
1178.5	5217	NA	MD99-2275
1179.5	5222	NA	MD99-2275
1180.5	5227	NA	MD99-2275
1181.5	5232	8.80	MD99-2275
1182.5	5236	8.08	MD99-2275
1183.5	5241	NA	MD99-2275
1184.5	5246	8.72	MD99-2275
1185.5	5251	8.46	MD99-2275
1186.5	5256	7.75	MD99-2275
1187.5	5260	7.82	MD99-2275
1188.5	5265	7.60	MD99-2275
1189.5	5270	8.04	MD99-2275
1190.5	5275	7.80	MD99-2275
1191.5	5280	9.04	MD99-2275
1192.5	5284	7.74	MD99-2275
1193.5	5289	8.28	MD99-2275
1194.5	5294	7.98	MD99-2275
1195.5	5299	NA	MD99-2275
1196.5	5303	8.22	MD99-2275
1197.5	5308	9.21	MD99-2275
1198.5	5313	8.24	MD99-2275
1199.5	5318	7.61	MD99-2275
1200.5	5323	9.20	MD99-2275
1201.5	5327	8.71	MD99-2275
1202.5	5332	9.09	MD99-2275
1203.5	5337	9.22	MD99-2275
1204.5	5342	9.42	MD99-2275
1205.5	5347	9.26	MD99-2275
1206.5	5351	9.38	MD99-2275
1207.5	5356	9.21	MD99-2275
1208.5	5361	9.51	MD99-2275
1209.5	5366	9.16	MD99-2275
1210.5	5370	NA	MD99-2275
1211.5	5375	9.56	MD99-2275
1212.5	5380	9.10	MD99-2275
1213.5	5385	9.45	MD99-2275
1214.5	5390	10.02	MD99-2275
1215.5	5394	9.57	MD99-2275
1216.5	5399	9.19	MD99-2275
1217.5	5404	9.02	MD99-2275
1218.5	5409	9.21	MD99-2275
1219.5	5414	8.99	MD99-2275
1220.5	5418	9.59	MD99-2275
1221.5	5423	10.00	MD99-2275
1222.5	5428	10.10	MD99-2275
1223.5	5433	9.72	MD99-2275
1224.5	5438	NA	MD99-2275
1225.5	5442	NA	MD99-2275
1226.5	5447	NA	MD99-2275
1227.5	5452	NA	MD99-2275
1228.5	5457	NA	MD99-2275
1229.5	5461	NA	MD99-2275
1230.5	5466	9.73	MD99-2275
1231.5	5471	10.04	MD99-2275
1232.5	5476	9.45	MD99-2275
1233.5	5481	NA	MD99-2275
1234.5	5485	NA	MD99-2275
1235.5	5490	NA	MD99-2275
1236.5	5495	9.42	MD99-2275
1237.5	5500	NA	MD99-2275
1238.5	5505	9.09	MD99-2275
1239.5	5509	9.46	MD99-2275
1240.5	5514	9.62	MD99-2275
1241.5	5519	NA	MD99-2275
1242.5	5524	9.00	MD99-2275
1243.5	5528	9.37	MD99-2275
1244.5	5533	9.22	MD99-2275
1245.5	5538	9.05	MD99-2275
1246.5	5543	8.74	MD99-2275
1247.5	5548	8.58	MD99-2275
1248.5	5552	NA	MD99-2275
1249.5	5557	8.97	MD99-2275
1250.5	5562	8.66	MD99-2275
1251.5	5567	9.11	MD99-2275
1252.5	5572	9.40	MD99-2275
1253.5	5576	9.56	MD99-2275
1254.5	5581	9.00	MD99-2275
1255.5	5586	9.30	MD99-2275
1256.5	5591	9.96	MD99-2275
1257.5	5595	9.24	MD99-2275
1258.5	5600	9.29	MD99-2275
1259.5	5605	10.24	MD99-2275
1260.5	5610	9.81	MD99-2275
1261.5	5615	9.77	MD99-2275
1262.5	5619	NA	MD99-2275
1263.5	5624	9.86	MD99-2275
1264.5	5629	9.44	MD99-2275
1265.5	5634	9.75	MD99-2275
1266.5	5639	9.58	MD99-2275
1267.5	5643	9.71	MD99-2275
1268.5	5648	10.17	MD99-2275
1269.5	5653	10.21	MD99-2275
1270.5	5658	9.62	MD99-2275
1271.5	5663	10.11	MD99-2275
1272.5	5667	7.43	MD99-2275
1273.5	5672	9.82	MD99-2275
1274.5	5677	9.85	MD99-2275
1275.5	5682	9.72	MD99-2275
1276.5	5686	9.27	MD99-2275
1277.5	5691	8.96	MD99-2275
1278.5	5696	8.63	MD99-2275
1279.5	5701	9.38	MD99-2275
1280.5	5706	9.29	MD99-2275
1281.5	5710	9.41	MD99-2275
1282.5	5715	9.91	MD99-2275
1283.5	5720	9.07	MD99-2275
1284.5	5725	9.55	MD99-2275
1285.5	5730	9.42	MD99-2275
1286.5	5734	9.70	MD99-2275
1287.5	5739	9.39	MD99-2275
1288.5	5744	8.89	MD99-2275
1289.5	5749	9.38	MD99-2275
1290.5	5753	9.81	MD99-2275
1291.5	5758	8.63	MD99-2275
1292.5	5763	10.17	MD99-2275
1293.5	5768	8.33	MD99-2275
1294.5	5773	10.13	MD99-2275
1295.5	5777	9.16	MD99-2275
1296.5	5782	9.36	MD99-2275
1297.5	5787	8.97	MD99-2275
1298.5	5792	8.46	MD99-2275
1299.5	5797	8.65	MD99-2275
1300.5	5801	9.12	MD99-2275
1301.5	5806	9.75	MD99-2275
1302.5	5811	9.42	MD99-2275
1303.5	5816	8.79	MD99-2275
1304.5	5820	9.25	MD99-2275
1305.5	5825	9.14	MD99-2275
1306.5	5830	NA	MD99-2275
1307.5	5835	NA	MD99-2275
1308.5	5840	NA	MD99-2275
1309.5	5844	10.04	MD99-2275
1310.5	5849	9.33	MD99-2275
1311.5	5854	9.33	MD99-2275
1312.5	5859	8.97	MD99-2275
1313.5	5864	9.86	MD99-2275
1314.5	5868	11.10	MD99-2275
1315.5	5873	8.83	MD99-2275
1316.5	5878	12.90	MD99-2275
1317.5	5883	12.96	MD99-2275
1318.5	5888	9.03	MD99-2275
1319.5	5892	8.63	MD99-2275
1320.5	5897	9.79	MD99-2275
1321.5	5902	NA	MD99-2275
1322.5	5907	8.16	MD99-2275
1323.5	5911	8.39	MD99-2275
1324.5	5916	8.05	MD99-2275
1325.5	5921	9.10	MD99-2275
1326.5	5926	9.37	MD99-2275
1327.5	5931	9.43	MD99-2275
1328.5	5935	9.49	MD99-2275
1329.5	5940	9.20	MD99-2275
1330.5	5945	9.40	MD99-2275
1331.5	5950	8.66	MD99-2275
1332.5	5955	8.95	MD99-2275
1333.5	5959	8.80	MD99-2275
1334.5	5964	9.23	MD99-2275
1335.5	5969	8.92	MD99-2275
1336.5	5974	8.86	MD99-2275
1337.5	5978	8.31	MD99-2275
1338.5	5983	8.69	MD99-2275
1339.5	5988	9.44	MD99-2275
1340.5	5993	9.23	MD99-2275
1341.5	5998	8.99	MD99-2275
1342.5	6002	9.08	MD99-2275
1343.5	6007	8.79	MD99-2275
1344.5	6012	9.27	MD99-2275
1345.5	6017	9.32	MD99-2275
1346.5	6022	9.14	MD99-2275
1347.5	6026	9.66	MD99-2275
1348.5	6031	9.99	MD99-2275
1349.5	6036	9.74	MD99-2275
1350.5	6041	9.48	MD99-2275
1351.5	6045	9.52	MD99-2275
1352.5	6050	9.13	MD99-2275
1353.5	6055	9.63	MD99-2275
1354.5	6060	9.48	MD99-2275
1355.5	6065	9.90	MD99-2275
1356.5	6069	9.60	MD99-2275
1357.5	6074	9.76	MD99-2275
1358.5	6079	9.62	MD99-2275
1359.5	6084	9.17	MD99-2275
1360.5	6089	9.53	MD99-2275
1361.5	6093	9.62	MD99-2275
1362.5	6098	10.13	MD99-2275
1363.5	6103	9.39	MD99-2275
1364.5	6108	9.54	MD99-2275
1365.5	6113	9.73	MD99-2275
1366.5	6117	9.57	MD99-2275
1367.5	6122	9.76	MD99-2275
1368.5	6127	8.63	MD99-2275
1369.5	6132	9.16	MD99-2275
1370.5	6136	9.78	MD99-2275
1371.5	6141	9.17	MD99-2275
1372.5	6146	8.87	MD99-2275
1373.5	6151	8.91	MD99-2275
1374.5	6156	9.32	MD99-2275
1375.5	6160	9.20	MD99-2275
1376.5	6165	9.73	MD99-2275
1377.5	6170	8.71	MD99-2275
1378.5	6175	9.31	MD99-2275
1379.5	6180	8.80	MD99-2275
1380.5	6184	9.96	MD99-2275
1381.5	6189	9.07	MD99-2275
1382.5	6194	8.94	MD99-2275
1383.5	6199	8.46	MD99-2275
1384.5	6203	9.38	MD99-2275
1385.5	6208	9.19	MD99-2275
1386.5	6213	7.99	MD99-2275
1387.5	6218	8.78	MD99-2275
1388.5	6223	9.42	MD99-2275
1389.5	6227	9.09	MD99-2275
1390.5	6232	9.14	MD99-2275
1391.5	6237	9.74	MD99-2275
1392.5	6242	9.07	MD99-2275
1393.5	6247	8.89	MD99-2275
1394.5	6251	8.96	MD99-2275
1395.5	6256	8.92	MD99-2275
1396.5	6261	8.94	MD99-2275
1397.5	6266	9.05	MD99-2275
1398.5	6270	10.02	MD99-2275
1399.5	6275	8.85	MD99-2275
1400.5	6280	8.94	MD99-2275
1401.5	6285	9.10	MD99-2275
1402.5	6290	8.81	MD99-2275
1403.5	6294	9.88	MD99-2275
1404.5	6299	9.88	MD99-2275
1405.5	6304	10.03	MD99-2275
1406.5	6309	8.78	MD99-2275
1407.5	6314	9.28	MD99-2275
1408.5	6318	9.09	MD99-2275
1409.5	6323	9.03	MD99-2275
1410.5	6328	8.88	MD99-2275
1411.5	6333	9.26	MD99-2275
1412.5	6338	8.86	MD99-2275
1413.5	6342	9.11	MD99-2275
1414.5	6347	9.21	MD99-2275
1415.5	6352	9.18	MD99-2275
1416.5	6357	8.62	MD99-2275
1417.5	6361	8.02	MD99-2275
1418.5	6366	NA	MD99-2275
1419.5	6371	8.05	MD99-2275
1420.5	6376	9.16	MD99-2275
1421.5	6381	9.88	MD99-2275
1422.5	6385	9.30	MD99-2275
1423.5	6390	9.55	MD99-2275
1424.5	6395	9.05	MD99-2275
1425.5	6400	9.48	MD99-2275
1426.5	6405	9.39	MD99-2275
1427.5	6409	9.44	MD99-2275
1428.5	6414	9.15	MD99-2275
1429.5	6419	8.82	MD99-2275
1430.5	6424	8.62	MD99-2275
1431.5	6428	9.27	MD99-2275
1432.5	6433	8.87	MD99-2275
1433.5	6438	8.97	MD99-2275
1434.5	6443	9.02	MD99-2275
1435.5	6448	8.83	MD99-2275
1436.5	6452	8.80	MD99-2275
1437.5	6457	9.36	MD99-2275
1438.5	6462	8.97	MD99-2275
1439.5	6467	8.67	MD99-2275
1440.5	6472	8.66	MD99-2275
1441.5	6476	9.47	MD99-2275
1442.5	6481	9.26	MD99-2275
1443.5	6486	NA	MD99-2275
1444.5	6491	7.98	MD99-2275
1445.5	6495	8.39	MD99-2275
1446.5	6500	9.05	MD99-2275
1447.5	6505	9.45	MD99-2275
1448.5	6510	9.11	MD99-2275
1449.5	6515	9.76	MD99-2275
1450.5	6519	9.59	MD99-2275
1451.5	6524	9.90	MD99-2275
1452.5	6529	9.59	MD99-2275
1453.5	6534	9.14	MD99-2275
1454.5	6539	9.66	MD99-2275
1455.5	6543	9.75	MD99-2275
1456.5	6548	9.33	MD99-2275
1457.5	6553	9.88	MD99-2275
1458.5	6558	9.85	MD99-2275
1459.5	6563	9.41	MD99-2275
1460.5	6567	9.67	MD99-2275
1461.5	6572	10.22	MD99-2275
1462.5	6577	9.76	MD99-2275
1463.5	6582	9.56	MD99-2275
1464.5	6586	10.46	MD99-2275
1465.5	6591	9.04	MD99-2275
1466.5	6596	9.42	MD99-2275
1467.5	6601	8.81	MD99-2275
1468.5	6606	NA	MD99-2275
1469.5	6610	8.94	MD99-2275
1470.5	6615	9.13	MD99-2275
1471.5	6620	10.78	MD99-2275
1472.5	6625	10.85	MD99-2275
1473.5	6630	9.12	MD99-2275
1474.5	6634	9.02	MD99-2275
1475.5	6639	9.17	MD99-2275
1476.5	6644	9.13	MD99-2275
1477.5	6649	8.72	MD99-2275
1478.5	6653	8.85	MD99-2275
1479.5	6658	8.78	MD99-2275
1480.5	6663	8.70	MD99-2275
1481.5	6668	9.51	MD99-2275
1482.5	6673	7.78	MD99-2275
1483.5	6677	8.86	MD99-2275
1484.5	6682	9.16	MD99-2275
1485.5	6687	8.95	MD99-2275
1486.5	6692	9.05	MD99-2275
1487.5	6697	9.19	MD99-2275
1488.5	6701	9.27	MD99-2275
1489.5	6706	10.03	MD99-2275
1490.5	6711	9.61	MD99-2275
1491.5	6716	9.52	MD99-2275
1492.5	6720	8.69	MD99-2275
1493.5	6725	9.20	MD99-2275
1494.5	6730	8.73	MD99-2275
1495.5	6735	10.42	MD99-2275
1496.5	6740	10.37	MD99-2275
1497.5	6744	9.59	MD99-2275
1498.5	6749	9.99	MD99-2275
1499.5	6754	9.98	MD99-2275
1500.5	6759	9.87	MD99-2275
1501.5	6764	9.23	MD99-2275
1502.5	6768	9.25	MD99-2275
1503.5	6773	10.52	MD99-2275
1504.5	6778	9.10	MD99-2275
1505.5	6783	8.61	MD99-2275
1506.5	6788	10.19	MD99-2275
1507.5	6792	11.04	MD99-2275
1508.5	6797	9.84	MD99-2275
1509.5	6802	11.42	MD99-2275
1510.5	6807	9.80	MD99-2275
1511.5	6811	9.59	MD99-2275
1512.5	6816	10.98	MD99-2275
1513.5	6821	11.73	MD99-2275
1514.5	6826	9.64	MD99-2275
1515.5	6831	7.53	MD99-2275
1516.5	6835	8.73	MD99-2275
1517.5	6840	8.55	MD99-2275
1518.5	6845	8.73	MD99-2275
1519.5	6850	8.95	MD99-2275
1520.5	6855	8.97	MD99-2275
1521.5	6859	9.41	MD99-2275
1522.5	6864	7.68	MD99-2275
1523.5	6869	9.11	MD99-2275
1524.5	6874	9.05	MD99-2275
1525.5	6878	8.04	MD99-2275
1526.5	6883	9.34	MD99-2275
1527.5	6878	9.67	MD99-2275
1528.5	6883	9.20	MD99-2275
1529.5	6888	8.94	MD99-2275
1530.5	6893	9.31	MD99-2275
1531.5	6898	9.45	MD99-2275
1532.5	6902	9.55	MD99-2275
1533.5	6907	10.13	MD99-2275
1534.5	6912	9.06	MD99-2275
1535.5	6917	9.25	MD99-2275
1536.5	6922	8.97	MD99-2275
1537.5	6926	9.66	MD99-2275
1538.5	6931	9.60	MD99-2275
