depth	d18O	dD
1625.331	-27.00	
1625.337	-27.03	
1625.343	-28.55	
1625.349	-27.65	
1625.355	-29.25	
1625.361	-30.25	
1625.368	-30.78	
1625.374	-30.97	
1625.380	-30.74	
1625.386	-30.11	
1625.392	-30.07	
1625.398	-29.49	
1625.405	-28.96	
1625.411	-28.69	
1625.417	-28.68	
1625.423	-29.35	
1625.429	-30.17	
1625.435	-30.67	
1625.442	-31.07	
1625.448	-31.46	
1625.454	-31.34	
1625.460	-31.01	
1625.466	-30.21	
1625.472	-29.24	
1625.479	-28.81	
1625.485	-28.60	
1625.491	-28.84	
1625.497	-28.93	
1625.503	-28.90	
1625.509	-28.67	
1625.516	-28.47	
1625.522	-28.10	
1625.528	-28.04	
1625.534	-28.44	
1625.540	-28.32	
1625.546	-28.95	
1625.553	-29.42	
1625.559	-29.81	
1625.565	-29.58	
1625.571	-28.94	
1625.577	-28.19	
1625.583	-27.23	
1625.590	-26.28	
1625.596	-25.73	
1625.602	-25.54	
1625.608	-25.50	
1625.614	-25.81	
1625.620	-26.41	
1625.626	-26.96	
1625.633	-28.04	
1625.639	-28.89	
1625.645	-29.67	
1625.651	-29.91	
1625.657	-29.82	
1625.663	-29.26	
1625.670	-28.62	
1625.676	-27.72	
1625.682	-27.26	
1625.688	-26.95	
1625.694	-26.80	
1625.700	-27.33	
1625.707	-28.29	
1625.713	-29.09	
1625.719	-29.50	
1625.725	-29.66	
1625.731	-29.11	
1625.737	-28.48	
1625.744	-27.52	
1625.750	-26.60	
1625.756	-26.12	
1625.762	-26.12	
1625.768	-26.26	
1625.774	-27.12	
1625.780	-28.86	
1625.787	-29.40	
1625.793	-29.71	
1625.799	-29.02	
1625.805	-29.10	
1625.811	-28.73	
1625.817	-28.59	
1625.824	-28.76	
1625.830	-29.16	
1625.836	-29.65	
1625.842	-29.98	
1625.848	-30.28	
1625.854	-30.37	
1625.860	-30.15	
1625.867	-29.66	
1625.873	-28.72	
1625.879	-27.63	
1625.885	-26.82	
1625.891	-26.75	
1625.897	-27.16	
1625.904	-27.68	
1625.910	-28.05	
1625.916	-28.53	
1625.922	-29.01	
1625.928	-29.25	
1625.934	-29.22	
1625.940	-29.23	
1625.947	-28.70	
1625.953	-28.57	
1625.959	-27.83	
1625.965	-27.30	
1625.971	-26.74	
1625.977	-26.78	
1625.984	-26.81	
1625.990	-27.08	
1625.996	-26.92	
1626.002	-27.65	
1626.008	-29.51	
1626.014	-31.02	
1626.020	-31.17	
1626.027	-31.85	
1626.033	-31.91	
1626.039	-31.72	
1626.045	-31.18	
1626.051	-30.73	
1626.057	-30.26	
1626.064	-29.54	
1626.070	-28.99	
1626.076	-28.39	
1626.082	-28.00	
1626.088	-27.59	
1626.094	-27.63	
1626.100	-28.02	
1626.107	-28.23	
1626.113	-28.77	
1626.119	-29.01	
1626.125	-29.15	
1626.131	-28.66	
1626.137	-27.95	
1626.143	-26.79	
1626.150	-26.16	
1626.156	-26.29	
1626.162	-26.67	
1626.168	-27.27	
1626.174	-27.52	
1626.180	-27.37	
1626.187	-27.07	
1626.193	-26.59	
1626.199	-26.64	
1626.205	-26.70	
1626.211	-27.20	
1626.217	-27.62	
1626.223	-28.25	
1626.230	-28.67	
1626.236	-28.67	
1626.242	-28.24	
1626.248	-27.49	
1626.254	-26.24	
1626.260	-25.81	
1626.266	-25.79	
1626.273	-25.66	
1626.279	-25.95	
1626.285	-26.26	
1626.291	-26.77	
1626.297	-26.97	
1626.303	-27.31	
1626.309	-27.92	
1626.316	-28.13	
1626.322	-28.19	
1626.328	-28.10	
1626.334	-27.82	
1626.340	-27.62	
1626.346	-27.93	
1626.352	-28.50	
1626.359	-28.34	
1626.365	-28.70	
1626.371	-28.88	
1626.377	-28.85	
1626.383	-28.50	
1626.389	-28.33	
1626.395	-27.85	
1626.402	-27.45	
1626.408	-27.17	
1626.414	-27.12	
1626.420	-27.34	
1626.426	-27.50	
1626.432	-27.97	
1626.438	-28.09	
1626.445	-28.57	
1626.451	-28.38	
1626.457	-27.88	
1626.463	-26.87	
1626.469	-26.10	
1626.475	-25.96	
1626.481	-26.31	
1626.488	-26.80	
1626.494	-27.27	
1626.500	-27.27	
1626.506	-27.00	
1626.512	-26.44	
1626.518	-26.26	
1626.524	-26.15	
1626.531	-26.35	
1626.537	-26.96	
1626.543	-27.36	
1626.549	-27.70	
1626.555	-27.56	
1626.561	-27.83	
1626.567	-27.75	
1626.573	-27.54	
1626.580	-27.04	
1626.586	-26.59	
1626.592	-26.22	
1626.598	-25.84	
1626.604	-25.73	
1626.610	-25.97	
1626.616	-26.60	
1626.623	-27.40	
1626.629	-28.15	
1626.635	-28.19	
1626.641	-28.24	
1626.647	-27.98	
1626.653	-27.74	
1626.659	-28.37	
1626.666	-29.08	
1626.672	-29.54	
1626.678	-29.70	
1626.684	-29.71	
1626.690	-29.35	
1626.696	-28.87	
1626.702	-28.14	
1626.708	-27.66	
1626.715	-27.04	
1626.721	-26.08	
1626.727	-25.73	
1626.733	-25.95	
1626.739	-26.07	
1626.745	-26.74	
1626.751	-27.02	
1626.758	-27.27	
1626.764	-27.32	
1626.770	-27.63	
1626.776	-28.09	
1626.782	-28.06	
1626.788	-27.47	
1626.794	-26.49	
1626.800	-26.64	
1626.807	-26.74	
1626.813	-27.90	
1626.819	-29.08	
1626.825	-29.23	
1626.831	-28.82	
1626.837	-28.35	
1626.843	-27.73	
1626.850	-27.02	
1626.856	-26.52	
1626.862	-26.67	
1626.868	-27.52	
1626.874	-28.91	
1626.880	-30.18	
1626.886	-30.97	
1626.892	-30.98	
1626.899	-30.73	
1626.905	-29.70	
1626.911	-28.93	
1626.917	-27.92	
1626.923	-27.16	
1626.929	-26.58	
1626.935	-26.33	
1626.941	-26.40	
1626.948	-27.01	
1626.954	-27.63	
1626.960	-27.88	
1626.966	-27.42	
1626.972	-26.96	
1626.978	-26.25	
1626.984	-25.70	
1626.990	-25.39	
1626.997	-26.00	
1627.003	-26.60	
1627.009	-27.65	
1627.015	-28.47	
1627.021	-28.79	
1627.027	-28.92	
1627.033	-28.73	
1627.040	-28.26	
1627.046	-28.06	
1627.052	-28.23	
1627.058	-28.57	
1627.064	-28.92	
1627.070	-29.33	
1627.076	-29.47	
1627.082	-28.99	
1627.089	-28.36	
1627.095	-27.99	
1627.101	-27.93	
1627.107	-28.39	
1627.113	-28.94	
1627.119	-29.17	
1627.125	-29.00	
1627.131	-28.49	
1627.138	-27.57	
1627.144	-27.23	
1627.150	-27.54	
1627.156	-28.57	
1627.162	-29.81	
1627.168	-30.29	
1627.174	-30.25	
1627.180	-30.17	
1627.187	-29.91	
1627.193	-29.71	
1627.199	-29.14	
1627.205	-28.54	
1627.211	-27.86	
1627.217	-27.30	
1627.223	-26.99	
1627.229	-27.03	
1627.235	-27.53	
1627.242	-27.66	
1627.248	-27.02	
1627.254	-26.25	
1627.260	-25.73	
1627.266	-25.15	
1627.272	-24.64	
1627.278	-24.07	
1627.284	-24.10	
1627.291	-24.48	
1627.297	-25.57	
1627.303	-26.42	
1627.309	-26.63	
1627.315	-26.18	
1627.321	-25.90	
1627.327	-26.26	
1627.333	-26.75	
1627.340	-27.55	
1627.346	-28.14	
1627.352	-28.26	
1627.358	-27.51	
1627.364	-26.65	
1627.370	-25.76	
1627.376	-25.21	
1627.382	-25.53	
1627.388	-26.02	
1627.395	-26.33	
1627.401	-26.85	
1627.407	-27.36	
1627.413	-27.49	
1627.419	-27.78	
1627.425	-27.42	
1627.431	-27.06	
1627.437	-26.66	
1627.444	-26.12	
1627.450	-25.93	
1627.456	-25.95	
1627.462	-26.33	
1627.468	-26.95	
1627.474	-27.66	
1627.480	-28.32	
1627.486	-29.21	
1627.492	-29.56	
1627.499	-29.53	
1627.505	-29.19	
1627.511	-28.85	
1627.517	-27.96	
1627.523	-27.59	
1627.529	-27.05	
1627.535	-26.99	
1627.541	-27.67	
1627.547	-28.48	
1627.554	-29.17	
1627.560	-29.61	
1627.566	-29.80	
1627.572	-29.35	
1627.578	-28.70	
1627.584	-27.82	
1627.590	-27.00	
1627.596	-26.75	
1627.603	-26.79	
1627.609	-27.21	
1627.615	-27.00	
1627.621	-25.93	
1627.627	-24.64	
1627.633	-24.21	
1627.639	-25.08	
1627.645	-26.71	
1627.651	-28.03	
1627.658	-29.02	
1627.664	-29.01	
1627.670	-28.85	
1627.676	-28.83	
1627.682	-28.35	
1627.688	-27.96	
1627.694	-27.61	
1627.700	-27.04	
1627.706	-26.59	
1627.712	-26.41	
1627.719	-26.52	
1627.725	-27.02	
1627.731	-27.29	
1627.737	-27.44	
1627.743	-26.92	
1627.749	-26.75	
1627.755	-26.69	
1627.761	-26.53	
1627.767	-26.54	
1627.774	-27.05	
1627.780	-27.68	
1627.786	-28.34	
1627.792	-28.10	
1627.798	-27.56	
1627.804	-26.75	
1627.810	-26.00	
1627.816	-25.45	
1627.822	-25.13	
1627.829	-25.56	
1627.835	-26.24	
1627.841	-27.38	
1627.847	-27.91	
1627.853	-28.02	
1627.859	-27.98	
1627.865	-27.96	
1627.871	-28.54	
1627.877	-28.90	
1627.884	-28.82	
1627.890	-28.39	
1627.896	-27.58	
1627.902	-26.86	
1627.908	-26.59	
1627.914	-26.59	
1627.920	-27.01	
1627.926	-27.56	
1627.932	-27.98	
1627.938	-27.93	
1627.945	-28.01	
1627.951	-27.68	
1627.957	-27.60	
1627.963	-27.73	
1627.969	-28.68	
1627.975	-28.73	
1627.981	-28.89	
1627.987	-28.83	
1627.993	-28.65	
1627.999	-29.37	
1628.006	-27.48	
1628.012	-27.31	
1628.018	-27.34	
1628.024	-27.07	
1628.030	-27.06	
1628.036	-27.20	
1628.042	-27.04	
1628.048	-27.00	
1628.054	-27.42	
1628.061	-27.67	
1628.067	-27.86	
1628.073	-28.02	
1628.079	-28.16	
1628.085	-27.74	
1628.091	-27.62	
1628.097	-27.54	
1628.103	-27.93	
1628.109	-27.62	
1628.115	-27.74	
1628.122	-27.48	
1628.128	-27.01	
1628.134	-26.67	
1628.140	-27.02	
1628.146	-27.33	
1628.152	-28.00	
1628.158	-28.15	
1628.164	-28.01	
1628.170	-27.21	
1628.176	-26.70	
1628.182	-26.17	
1628.189	-25.95	
1628.195	-25.79	
1628.201	-26.26	
1628.207	-27.18	
1628.213	-28.19	
1628.219	-28.91	
1628.225	-29.53	
1628.231	-29.51	
1628.237	-29.65	
1628.243	-29.32	
1628.250	-29.20	
1628.256	-28.70	
1628.262	-28.26	
1628.268	-28.44	
1628.274	-28.99	
1628.280	-29.29	
1628.286	-29.52	
1628.292	-29.56	
1628.298	-29.11	
1628.304	-27.93	
1628.311	-26.73	
1628.317	-25.80	
1628.323	-25.07	
1628.329	-24.99	
1628.335	-25.10	
1628.341	-25.77	
1628.347	-25.99	
1628.353	-26.46	
1628.359	-27.12	
1628.365	-28.06	
1628.371	-28.90	
1628.378	-29.18	
1628.384	-29.07	
1628.390	-28.58	
1628.396	-28.14	
1628.402	-27.85	
1628.408	-27.65	
1628.414	-27.84	
1628.420	-28.43	
1628.426	-28.90	
1628.432	-29.35	
1628.438	-29.26	
1628.445	-29.07	
1628.451	-28.54	
1628.457	-27.98	
1628.463	-27.29	
1628.469	-27.03	
1628.475	-26.46	
1628.481	-26.28	
1628.487	-26.22	
1628.493	-26.80	
1628.499	-27.84	
1628.505	-28.39	
1628.512	-28.39	
1628.518	-27.95	
1628.524	-27.58	
1628.530	-27.05	
1628.536	-26.70	
1628.542	-26.85	
1628.548	-27.73	
1628.554	-29.03	
1628.560	-29.57	
1628.566	-29.14	
1628.572	-28.08	
1628.579	-26.99	
1628.585	-26.62	
1628.591	-26.95	
1628.597	-28.02	
1628.603	-29.09	
1628.609	-30.10	
1628.615	-30.75	
1628.621	-31.28	
1628.627	-30.71	
1628.633	-29.86	
1628.639	-28.57	
1628.646	-27.57	
1628.652	-27.21	
1628.658	-27.19	
1628.664	-27.48	
1628.670	-28.01	
1628.676	-28.35	
1628.682	-28.49	
1628.688	-28.85	
1628.694	-28.73	
1628.700	-28.33	
1628.706	-27.75	
1628.712	-27.20	
1628.719	-26.96	
1628.725	-27.17	
1628.731	-28.07	
1628.737	-28.84	
1628.743	-29.19	
1628.749	-29.50	
1628.755	-29.32	
1628.761	-28.96	
1628.767	-28.47	
1628.773	-27.84	
1628.779	-27.31	
1628.785	-26.87	
1628.792	-26.76	
1628.798	-26.70	
1628.804	-26.88	
1628.810	-27.15	
1628.816	-27.15	
1628.822	-27.65	
1628.828	-27.76	
1628.834	-27.61	
1628.840	-28.06	
1628.846	-27.97	
1628.852	-27.87	
1628.858	-27.69	
1628.865	-27.51	
1628.871	-27.20	
1628.877	-27.16	
1628.883	-26.99	
1628.889	-27.21	
1628.895	-27.36	
1628.901	-27.60	
1628.907	-27.76	
1628.913	-28.02	
1628.919	-27.67	
1628.925	-27.73	
1628.931	-27.29	
1628.938	-26.74	
1628.944	-25.96	
1628.950	-25.20	
1628.956	-24.84	
1628.962	-25.47	
1628.968	-26.39	
1628.974	-27.20	
1628.980	-28.00	
1628.986	-28.61	
1628.992	-29.07	
1628.998	-29.57	
1629.004	-29.00	
1629.010	-29.15	
1629.017	-28.80	
1629.023	-27.95	
1629.029	-27.81	
1629.035	-27.70	
1629.041	-27.51	
1629.047	-27.65	
1629.053	-27.59	
1629.059	-28.51	
1629.065	-29.29	
1629.071	-29.33	
1629.077	-29.05	
1629.083	-28.14	
1629.089	-27.77	
1629.096	-27.81	
1629.102	-27.82	
1629.108	-28.03	
1629.114	-28.26	
1629.120	-28.03	
1629.126	-27.24	
1629.132	-26.72	
1629.138	-26.41	
1629.144	-26.63	
1629.150	-27.06	
1629.156	-27.48	
1629.162	-28.21	
1629.168	-28.19	
1629.174	-27.95	
1629.181	-27.26	
1629.187	-26.39	
1629.193	-25.77	
1629.199	-26.14	
1629.205	-27.03	
1629.211	-27.42	
1629.217	-28.31	
1629.223	-28.51	
1629.229	-28.01	
1629.235	-27.16	
1629.241	-27.23	
1629.247	-26.94	
1629.253	-27.22	
1629.260	-27.46	
1629.266	-28.00	
1629.272	-28.60	
1629.278	-28.81	
1629.284	-28.52	
1629.290	-27.82	
1629.296	-26.81	
1629.302	-26.38	
1629.308	-26.42	
1629.314	-27.14	
1629.320	-27.67	
1629.326	-28.86	
1629.332	-29.28	
1629.338	-29.21	
1629.345	-28.99	
1629.351	-28.07	
1629.357	-26.65	
1629.363	-25.63	
1629.369	-25.40	
1629.375	-25.51	
1629.381	-26.04	
1629.387	-26.78	
1629.393	-27.58	
1629.399	-28.49	
1629.405	-28.91	
1629.411	-28.60	
1629.417	-27.79	
1629.423	-26.99	
1629.429	-26.59	
1629.436	-26.69	
1629.442	-26.86	
1629.448	-27.58	
1629.454	-28.29	
1629.460	-28.30	
1629.466	-28.09	
1629.472	-27.57	
1629.478	-27.42	
1629.484	-26.93	
1629.490	-26.76	
1629.496	-26.95	
1629.502	-27.20	
1629.508	-27.42	
1629.514	-27.83	
1629.520	-27.79	
1629.527	-27.21	
1629.533	-26.76	
1629.539	-26.45	
1629.545	-25.92	
1629.551	-25.97	
1629.557	-26.17	
1629.563	-27.02	
1629.569	-28.18	
1629.575	-29.31	
1629.581	-29.51	
1629.587	-29.70	
1629.593	-29.35	
1629.599	-28.46	
1629.605	-27.94	
1629.611	-28.05	
1629.617	-28.68	
1629.624	-28.86	
1629.630	-28.46	
1629.636	-29.56	
1629.642	-30.16	
1629.648	-29.93	
1629.654	-29.17	
1629.660	-28.48	
1629.666	-27.40	
1629.672	-26.59	
1629.678	-26.60	
1629.684	-26.55	
1629.690	-26.79	
1629.696	-26.88	
1629.702	-27.02	
1629.708	-26.65	
1629.714	-26.59	
1629.721	-26.45	
1629.727	-26.10	
1629.733	-26.55	
1629.739	-26.94	
1629.745	-27.35	
1629.751	-27.82	
1629.757	-28.56	
1629.763	-29.05	
1629.769	-29.05	
1629.775	-28.66	
1629.781	-28.43	
1629.787	-28.44	
1629.793	-28.45	
1629.799	-28.51	
1629.805	-28.13	
1629.811	-27.94	
1629.817	-27.36	
1629.824	-27.11	
1629.830	-26.89	
1629.836	-27.18	
1629.842	-27.29	
1629.848	-27.49	
1629.854	-27.64	
1629.860	-27.84	
1629.866	-27.78	
1629.872	-27.52	
1629.878	-26.68	
1629.884	-26.02	
1629.890	-25.66	
1629.896	-25.70	
1629.902	-26.04	
1629.908	-26.65	
1629.914	-27.16	
1629.920	-27.73	
1629.927	-28.01	
1629.933	-27.99	
1629.939	-27.51	
1629.945	-27.30	
1629.951	-27.04	
1629.957	-27.47	
1629.963	-27.76	
1629.969	-28.11	
1629.975	-27.76	
1629.981	-27.21	
1629.987	-26.74	
1629.993	-26.54	
1629.999	-26.47	
1630.005	-26.74	
1630.011	-26.92	
1630.017	-27.29	
1630.023	-27.62	
1630.029	-28.41	
1630.035	-28.97	
1630.042	-29.07	
1630.048	-29.02	
1630.054	-28.43	
1630.060	-27.88	
1630.066	-27.13	
1630.072	-26.92	
1630.078	-26.71	
1630.084	-27.55	
1630.090	-27.89	
1630.096	-28.42	
1630.102	-28.58	
1630.108	-28.08	
1630.114	-27.55	
1630.120	-27.26	
1630.126	-27.21	
1630.132	-27.63	
1630.138	-28.10	
1630.144	-28.47	
1630.150	-28.79	
1630.157	-28.53	
1630.163	-27.86	
1630.169	-26.84	
1630.175	-26.17	
1630.181	-25.63	
1630.187	-25.54	
1630.193	-25.27	
1630.199	-25.56	
1630.205	-25.36	
1630.211	-25.43	
1630.217	-25.89	
1630.223	-26.02	
1630.229	-26.39	
1630.235	-26.67	
1630.241	-26.49	
1630.247	-25.96	
1630.253	-25.08	
1630.259	-24.49	
1630.265	-24.19	
1630.271	-24.77	
1630.277	-25.29	
1630.284	-26.26	
1630.290	-26.76	
1630.296	-27.92	
1630.302	-28.54	
1630.308	-28.98	
1630.314	-28.71	
1630.320	-28.27	
1630.326	-27.80	
1630.332	-27.66	
1630.338	-28.73	
1630.344	-29.22	
1630.350	-28.44	
1630.356	-27.54	
1630.362	-26.51	
1630.368	-25.63	
1630.374	-25.55	
1630.380	-25.81	
1630.386	-26.39	
1630.392	-27.06	
1630.398	-27.20	
1630.404	-27.86	
1630.410	-28.03	
1630.417	-28.24	
1630.423	-28.16	
1630.429	-28.34	
1630.435	-28.43	
1630.441	-28.57	
1630.447	-28.68	
1630.453	-29.15	
1630.459	-29.17	
1630.465	-29.25	
1630.471	-29.25	
1630.477	-28.69	
1630.483	-28.30	
1630.489	-28.47	
1630.495	-28.41	
1630.501	-28.54	
1630.507	-28.69	
1630.513	-29.18	
1630.519	-29.75	
1630.525	-29.89	
1630.531	-29.69	
1630.537	-28.96	
1630.543	-28.29	
1630.549	-27.89	
1630.555	-28.00	
1630.562	-28.54	
1630.568	-29.43	
1630.574	-29.10	
1630.580	-27.44	
1630.586	-25.44	
1630.592	-24.34	
1630.598	-24.85	
1630.604	-26.03	
1630.610	-26.86	
1630.616	-27.30	
1630.622	-27.45	
1630.628	-27.27	
1630.634	-27.35	
1630.640	-27.89	
1630.646	-28.41	
1630.652	-28.62	
1630.658	-28.75	
1630.664	-29.14	
1630.670	-29.38	
1630.676	-29.43	
1630.682	-29.39	
1630.688	-29.23	
1630.694	-28.93	
1630.700	-28.16	
1630.706	-27.30	
1630.712	-26.70	
1630.718	-26.62	
1630.725	-26.71	
1630.731	-26.93	
1630.737	-27.18	
1630.743	-27.55	
1630.749	-28.19	
1630.755	-28.48	
1630.761	-28.74	
1630.767	-28.39	
1630.773	-27.27	
1630.779	-26.18	
1630.785	-25.51	
1630.791	-25.15	
1630.797	-25.64	
1630.803	-26.80	
1630.809	-28.40	
1630.815	-29.50	
1630.821	-30.05	
1630.827	-29.56	
1630.833	-28.26	
1630.839	-27.14	
1630.845	-26.70	
1630.851	-26.75	
1630.857	-26.69	
1630.863	-26.70	
1630.869	-26.46	
1630.875	-25.83	
1630.881	-25.17	
1630.887	-24.63	
1630.893	-24.79	
1630.899	-25.25	
1630.906	-26.30	
1630.912	-27.50	
1630.918	-28.36	
1630.924	-28.77	
1630.930	-29.04	
1630.936	-28.87	
1630.942	-28.71	
1630.948	-27.99	
1630.954	-27.43	
1630.960	-27.13	
1630.966	-27.90	
1630.972	-28.31	
1630.978	-28.70	
1630.984	-28.63	
1630.990	-28.54	
1630.996	-28.61	
1631.002	-28.12	
1631.008	-27.77	
1631.014	-27.37	
1631.020	-26.84	
1631.026	-27.23	
1631.032	-27.12	
1631.038	-27.34	
1631.044	-27.47	
1631.050	-27.12	
1631.056	-26.59	
1631.062	-26.56	
1631.068	-26.12	
1631.074	-25.95	
1631.080	-26.09	
1631.086	-26.90	
1631.092	-28.00	
1631.098	-28.77	
1631.104	-28.75	
1631.110	-28.32	
1631.117	-28.00	
1631.123	-28.17	
1631.129	-28.96	
1631.135	-29.37	
1631.141	-29.68	
1631.147	-29.91	
1631.153	-29.86	
1631.159	-29.76	
1631.165	-29.43	
1631.171	-29.19	
1631.177	-28.65	
1631.183	-28.14	
1631.189	-28.50	
1631.195	-28.85	
1631.201	-29.27	
1631.207	-29.52	
1631.213	-29.20	
1631.219	-28.68	
1631.225	-28.37	
1631.231	-28.41	
1631.237	-28.77	
1631.243	-28.88	
1631.249	-29.00	
1631.255	-28.75	
1631.261	-28.13	
1631.267	-27.64	
1631.273	-27.20	
1631.279	-27.09	
1631.285	-27.18	
1631.291	-27.69	
1631.297	-29.02	
1631.303	-29.80	
1631.309	-30.18	
1631.315	-30.20	
1631.321	-28.79	
1631.327	-27.95	
1631.333	-27.19	
1631.339	-27.11	
1631.345	-27.27	
1631.351	-28.07	
1631.357	-28.71	
1631.363	-28.99	
1631.369	-28.94	
1631.376	-28.82	
1631.382	-28.52	
1631.388	-27.78	
1631.394	-27.35	
1631.400	-26.70	
1631.406	-26.33	
1631.412	-26.38	
1631.418	-27.54	
1631.424	-29.36	
1631.430	-30.81	
1631.436	-31.17	
1631.442	-30.15	
1631.448	-28.76	
1631.454	-27.78	
1631.460	-27.19	
1631.466	-26.89	
1631.472	-27.23	
1631.478	-27.62	
1631.484	-28.39	
1631.490	-28.25	
1631.496	-27.54	
1631.502	-26.33	
1631.508	-25.53	
1631.514	-25.94	
1631.520	-26.97	
1631.526	-28.22	
1631.532	-28.75	
1631.538	-28.12	
1631.544	-27.65	
1631.550	-26.81	
1631.556	-26.93	
1631.562	-26.49	
1631.568	-26.12	
1631.574	-25.93	
1631.580	-25.72	
1631.586	-26.03	
1631.592	-26.55	
1631.598	-27.25	
1631.604	-28.12	
1631.610	-28.77	
1631.616	-29.19	
1631.622	-29.08	
1631.628	-28.73	
1631.634	-28.71	
1631.640	-28.50	
1631.646	-28.24	
1631.652	-28.44	
1631.658	-28.88	
1631.664	-29.31	
1631.670	-29.53	
1631.676	-29.28	
1631.682	-29.12	
1631.688	-28.86	
1631.694	-28.80	
1631.700	-28.54	
1631.706	-28.94	
1631.712	-29.07	
1631.718	-29.67	
1631.724	-28.78	
1631.730	-28.01	
1631.736	-27.87	
1631.742	-28.05	
1631.748	-29.16	
1631.754	-30.14	
1631.760	-30.44	
1631.766	-29.81	
1631.772	-28.29	
1631.778	-26.82	
1631.785	-25.52	
1631.791	-25.65	
1631.797	-26.41	
1631.803	-27.71	
1631.809	-28.96	
1631.815	-29.67	
1631.821	-29.77	
1631.827	-29.22	
1631.833	-28.30	
1631.839	-27.46	
1631.845	-26.89	
1631.851	-26.84	
1631.857	-27.14	
1631.863	-27.04	
1631.869	-27.43	
1631.875	-27.48	
1631.881	-27.19	
1631.887	-26.50	
1631.893	-26.02	
1631.899	-26.18	
1631.905	-26.84	
1631.911	-27.87	
1631.917	-29.12	
1631.923	-29.87	
1631.929	-29.36	
1631.935	-28.35	
1631.941	-27.27	
1631.947	-26.13	
1631.953	-25.88	
1631.959	-25.51	
1631.965	-24.84	
1631.971	-23.85	
1631.977	-23.88	
1631.983	-25.08	
1631.989	-26.73	
1631.995	-28.42	
1632.001	-29.07	
1632.007	-29.24	
1632.013	-29.02	
1632.019	-28.74	
1632.025	-28.52	
1632.031	-28.63	
1632.037	-29.16	
1632.043	-29.35	
1632.049	-29.31	
1632.055	-29.03	
1632.061	-28.46	
1632.067	-28.20	
1632.073	-27.57	
1632.079	-27.32	
1632.085	-27.52	
1632.091	-28.02	
1632.097	-28.86	
1632.103	-29.17	
1632.109	-28.48	
1632.115	-27.71	
1632.121	-26.56	
1632.127	-26.37	
1632.133	-26.39	
1632.139	-26.96	
1632.145	-27.49	
1632.151	-28.23	
1632.157	-29.00	
1632.163	-29.69	
1632.169	-29.66	
1632.175	-29.64	
1632.181	-29.25	
1632.187	-28.63	
1632.193	-27.94	
1632.199	-27.44	
1632.205	-27.38	
1632.211	-27.31	
1632.217	-27.06	
1632.223	-26.90	
1632.229	-26.62	
1632.235	-26.20	
1632.241	-26.06	
1632.247	-25.95	
1632.253	-26.19	
1632.259	-26.62	
1632.265	-27.20	
1632.271	-27.68	
1632.277	-27.98	
1632.283	-27.65	
1632.289	-27.00	
1632.295	-26.31	
1632.301	-25.90	
1632.307	-26.01	
1632.313	-26.74	
1632.319	-27.26	
1632.325	-27.88	
1632.331	-28.56	
1632.337	-28.74	
1632.343	-28.51	
1632.349	-27.63	
1632.355	-26.46	
1632.361	-25.97	
1632.367	-26.20	
1632.373	-26.70	
1632.379	-27.47	
1632.385	-28.02	
1632.391	-28.58	
1632.397	-28.59	
1632.403	-28.24	
1632.409	-27.65	
1632.415	-27.27	
1632.421	-27.50	
1632.427	-28.07	
1632.433	-29.03	
1632.439	-29.47	
1632.445	-29.18	
1632.451	-28.59	
1632.457	-27.85	
1632.463	-26.88	
1632.469	-25.79	
1632.475	-25.26	
1632.481	-25.87	
1632.487	-27.51	
1632.493	-28.65	
1632.499	-29.05	
1632.505	-28.79	
1632.511	-28.75	
1632.517	-28.69	
1632.523	-28.48	
1632.529	-27.54	
1632.535	-26.89	
1632.541	-26.45	
1632.547	-26.51	
1632.553	-27.29	
1632.559	-28.05	
1632.565	-28.69	
1632.571	-29.02	
1632.577	-29.01	
1632.583	-28.93	
1632.589	-28.42	
1632.594	-27.69	
1632.600	-26.59	
1632.606	-26.23	
1632.612	-26.48	
1632.618	-27.50	
1632.624	-28.83	
1632.630	-29.74	
1632.636	-30.32	
1632.642	-30.52	
1632.648	-30.50	
1632.654	-29.73	
1632.660	-29.51	
1632.666	-29.29	
1632.672	-29.32	
1632.678	-29.80	
1632.684	-30.22	
1632.690	-30.19	
1632.696	-29.53	
1632.702	-29.03	
1632.708	-28.13	
1632.714	-27.10	
1632.720	-26.46	
1632.726	-26.43	
1632.732	-27.12	
1632.738	-28.13	
1632.744	-29.15	
1632.750	-29.52	
1632.756	-28.60	
1632.762	-27.72	
1632.768	-27.12	
1632.774	-27.02	
1632.780	-27.57	
1632.786	-28.23	
1632.792	-28.61	
1632.798	-29.10	
1632.804	-29.03	
1632.810	-28.71	
1632.816	-28.33	
1632.822	-27.71	
1632.828	-27.33	
1632.834	-27.07	
1632.840	-27.16	
1632.846	-27.35	
1632.852	-27.51	
1632.858	-27.70	
1632.864	-27.79	
1632.870	-27.78	
1632.876	-27.63	
1632.882	-27.14	
1632.888	-27.03	
1632.894	-27.15	
1632.900	-27.98	
1632.906	-29.06	
1632.912	-29.84	
1632.918	-30.25	
1632.924	-30.26	
1632.930	-29.91	
1632.936	-29.06	
1632.942	-28.03	
1632.948	-27.50	
1632.954	-26.98	
1632.960	-26.80	
1632.966	-26.84	
1632.972	-27.19	
1632.978	-27.52	
1632.984	-27.77	
1632.990	-27.66	
1632.995	-27.79	
1633.001	-27.91	
1633.007	-28.38	
1633.013	-28.55	
1633.019	-28.40	
1633.025	-28.10	
1633.031	-27.83	
1633.037	-27.42	
1633.043	-27.12	
