depth	d18O	dD
350.475	-23.29	
350.529	-22.27	
350.584	-25.29	
350.638	-29.94	
350.693	-31.77	
350.748	-28.85	
350.802	-27.29	
350.857	-27.11	
350.911	-25.45	
350.966	-25.40	
351.020	-30.03	
351.075	-31.16	
351.129	-29.34	
351.184	-26.60	
351.238	-26.12	
351.293	-25.75	
351.347	-26.09	
351.402	-27.82	
351.456	-28.17	
351.511	-28.35	
351.565	-28.12	
351.620	-27.49	
351.674	-26.53	
351.729	-25.74	
351.783	-25.62	
351.838	-28.50	
351.892	-31.08	
351.947	-31.82	
352.001	-31.64	
352.056	-30.67	
352.110	-29.17	
352.164	-27.79	
352.219	-27.93	
352.273	-28.30	
352.328	-28.79	
352.382	-29.55	
352.437	-29.97	
352.491	-25.68	
352.546	-24.80	
352.600	-26.25	
352.655	-28.08	
352.709	-28.46	
352.763	-28.51	
352.818	-28.18	
352.872	-27.82	
352.927	-26.82	
352.981	-26.75	
353.036	-27.10	
353.090	-27.28	
353.145	-27.21	
353.199	-27.29	
353.253	-27.47	
353.308	-27.87	
353.362	-27.59	
353.417	-25.95	
353.471	-25.54	
353.526	-27.57	
353.580	-28.78	
353.634	-27.86	
353.689	-27.11	
353.743	-26.22	
353.798	-25.32	
353.852	-25.16	
353.906	-26.11	
353.961	-26.77	
354.015	-27.23	
354.070	-27.61	
354.124	-27.81	
354.178	-28.13	
354.233	-28.57	
354.287	-28.78	
354.341	-28.79	
354.396	-28.56	
354.450	-28.58	
354.505	-28.33	
354.559	-27.59	
354.613	-27.40	
354.668	-27.99	
354.722	-28.71	
354.776	-29.10	
354.831	-28.54	
354.885	-25.90	
354.940	-25.93	
354.994	-26.05	
355.048	-27.08	
355.103	-30.36	
355.157	-28.73	
355.211	-27.11	
355.266	-25.53	
355.320	-25.01	
355.374	-25.91	
355.429	-27.39	
355.483	-28.47	
355.537	-29.02	
355.592	-28.76	
355.646	-28.11	
355.700	-27.30	
355.755	-26.61	
355.809	-25.82	
355.863	-25.77	
355.918	-28.24	
355.972	-31.47	
356.026	-30.99	
356.081	-29.82	
356.135	-28.72	
356.189	-27.91	
356.244	-27.64	
356.298	-27.90	
356.352	-28.31	
356.406	-28.31	
356.461	-27.87	
356.515	-28.23	
356.569	-28.92	
356.624	-29.74	
356.678	-29.26	
356.732	-28.35	
356.787	-27.57	
356.841	-27.61	
356.895	-27.79	
356.949	-27.60	
357.004	-27.16	
357.058	-26.83	
357.112	-27.04	
357.166	-28.36	
357.221	-29.80	
357.275	-30.18	
357.329	-29.87	
357.384	-28.35	
357.438	-25.78	
357.492	-24.99	
357.546	-25.32	
357.601	-27.36	
357.655	-28.51	
357.709	-27.51	
357.763	-24.69	
357.818	-25.39	
357.872	-27.58	
357.926	-28.90	
357.980	-29.02	
358.035	-28.27	
358.089	-27.34	
358.143	-26.42	
358.197	-27.67	
358.251	-30.36	
358.306	-31.44	
358.360	-30.78	
358.414	-29.97	
358.468	-28.95	
358.523	-27.98	
358.577	-27.40	
358.631	-29.86	
358.685	-32.19	
358.739	-32.78	
358.794	-31.90	
358.848	-30.86	
358.902	-30.64	
358.956	-30.77	
359.010	-30.07	
359.065	-28.61	
359.119	-27.28	
359.173	-26.21	
359.227	-25.72	
359.281	-26.75	
359.336	-28.68	
359.390	-29.70	
359.444	-29.37	
359.498	-28.44	
359.552	-26.82	
359.606	-27.50	
359.661	-28.46	
359.715	-29.29	
359.769	-29.52	
359.823	-29.21	
359.877	-28.78	
359.931	-28.26	
359.986	-29.93	
360.040	-30.82	
360.094	-29.62	
360.148	-27.51	
360.202	-26.13	
360.256	-26.02	
360.311	-27.06	
360.365	-29.58	
360.419	-29.63	
360.473	-29.25	
360.527	-27.94	
360.581	-26.95	
360.635	-26.35	
360.690	-25.61	
360.744	-25.88	
360.798	-31.78	
360.852	-31.91	
360.906	-31.26	
360.960	-30.30	
361.014	-29.29	
361.068	-28.01	
361.122	-26.85	
361.177	-26.77	
361.231	-28.49	
361.285	-28.64	
361.339	-27.57	
361.393	-26.02	
361.447	-24.85	
361.501	-23.55	
361.555	-23.84	
361.609	-27.84	
361.664	-29.00	
361.718	-29.55	
361.772	-29.46	
361.826	-29.19	
361.880	-28.45	
361.934	-27.13	
361.988	-25.18	
362.042	-28.22	
362.096	-28.96	
362.150	-28.98	
362.204	-27.82	
362.258	-26.18	
362.312	-24.99	
362.367	-26.12	
362.421	-27.68	
362.475	-28.98	
362.529	-29.45	
362.583	-29.04	
362.637	-27.91	
362.691	-26.39	
362.745	-25.31	
362.799	-24.73	
362.853	-25.47	
362.907	-29.97	
362.961	-30.41	
363.015	-30.11	
363.069	-30.04	
363.123	-29.23	
363.177	-27.54	
363.231	-25.95	
363.285	-24.63	
363.339	-26.07	
363.393	-27.47	
363.447	-29.34	
363.501	-30.58	
363.555	-30.58	
363.609	-29.79	
363.663	-23.80	
363.717	-26.70	
363.771	-27.92	
363.825	-27.06	
363.879	-25.68	
363.933	-24.18	
363.987	-22.61	
364.041	-26.45	
364.095	-28.73	
364.149	-29.02	
364.203	-28.36	
364.257	-27.34	
364.311	-25.22	
364.365	-24.66	
364.419	-26.77	
364.473	-28.03	
364.527	-28.94	
364.581	-29.52	
364.635	-29.29	
364.689	-27.94	
364.743	-26.94	
364.797	-25.02	
364.851	-25.10	
364.905	-25.51	
364.959	-26.61	
365.013	-27.72	
365.067	-28.61	
365.121	-28.95	
365.175	-28.27	
365.229	-27.37	
365.283	-27.10	
365.337	-27.89	
365.391	-28.99	
365.445	-29.25	
365.499	-28.60	
365.553	-25.34	
365.607	-24.55	
365.660	-26.86	
365.714	-29.96	
365.768	-30.21	
365.822	-29.08	
365.876	-27.33	
365.930	-26.19	
365.984	-25.16	
366.038	-23.46	
366.092	-27.06	
366.146	-28.54	
366.200	-27.90	
366.254	-27.01	
366.307	-25.70	
366.361	-25.10	
366.415	-25.86	
366.469	-27.99	
366.523	-29.90	
366.577	-30.64	
366.631	-30.35	
366.685	-29.86	
366.739	-27.34	
366.793	-30.89	
366.846	-30.84	
366.900	-29.83	
366.954	-27.27	
367.008	-26.00	
367.062	-27.96	
367.116	-30.12	
367.170	-30.62	
367.224	-27.04	
367.277	-26.83	
367.331	-27.46	
367.385	-27.94	
367.439	-29.17	
367.493	-30.09	
367.547	-30.02	
367.601	-29.37	
367.655	-29.05	
367.708	-28.65	
367.762	-27.76	
367.816	-26.38	
367.870	-26.72	
367.924	-28.40	
367.978	-30.07	
368.031	-30.61	
368.085	-30.18	
368.139	-29.40	
368.193	-27.97	
368.247	-26.44	
368.301	-26.31	
368.354	-27.69	
368.408	-28.05	
368.462	-27.76	
368.516	-26.98	
368.570	-26.08	
368.624	-25.44	
368.677	-26.95	
368.731	-29.04	
368.785	-30.28	
368.839	-30.75	
368.893	-30.25	
368.946	-29.51	
369.000	-27.02	
369.054	-26.31	
369.108	-29.41	
369.162	-31.10	
369.215	-30.96	
369.269	-27.36	
369.323	-27.06	
369.377	-28.39	
369.431	-29.99	
369.484	-30.77	
369.538	-30.63	
369.592	-29.43	
369.646	-27.99	
369.699	-27.87	
369.753	-28.38	
369.807	-29.65	
369.861	-30.74	
369.914	-30.69	
369.968	-29.93	
370.022	-28.66	
370.076	-27.75	
370.130	-27.07	
370.183	-26.82	
370.237	-27.23	
370.291	-27.56	
370.345	-26.86	
370.398	-26.06	
370.452	-25.21	
370.506	-25.15	
370.560	-26.24	
370.613	-27.50	
370.667	-28.01	
370.721	-27.67	
370.774	-26.33	
370.828	-24.73	
370.882	-23.73	
370.936	-24.84	
370.989	-26.75	
371.043	-27.75	
371.097	-27.58	
371.151	-26.56	
371.204	-25.38	
371.258	-25.19	
371.312	-26.71	
371.365	-28.05	
371.419	-28.70	
371.473	-28.71	
371.526	-27.63	
371.580	-25.62	
371.634	-24.10	
371.688	-25.30	
371.741	-25.47	
371.795	-26.61	
371.849	-27.15	
371.902	-27.54	
371.956	-27.70	
372.010	-27.88	
372.063	-29.11	
372.117	-30.73	
372.171	-30.29	
372.224	-28.71	
372.278	-26.70	
372.332	-25.88	
372.385	-27.60	
372.439	-30.88	
372.493	-29.46	
372.546	-25.37	
372.600	-26.93	
372.654	-31.08	
372.707	-31.26	
372.761	-30.94	
372.815	-30.18	
372.868	-29.55	
372.922	-26.78	
372.976	-25.49	
373.029	-25.72	
373.083	-29.08	
373.137	-29.47	
373.190	-29.56	
373.244	-28.29	
373.297	-28.57	
373.351	-26.83	
373.405	-23.88	
373.458	-25.38	
373.512	-26.22	
373.566	-27.84	
373.619	-28.57	
373.673	-28.68	
373.726	-28.20	
373.780	-27.25	
373.834	-26.49	
373.887	-26.83	
373.941	-28.71	
373.994	-30.68	
374.048	-31.81	
374.102	-31.25	
374.155	-29.66	
374.209	-27.83	
374.262	-27.03	
374.316	-27.34	
374.370	-27.91	
374.423	-28.22	
374.477	-28.40	
374.530	-27.47	
374.584	-26.61	
374.637	-26.53	
374.691	-26.96	
374.745	-27.36	
374.798	-27.89	
374.852	-28.35	
374.905	-28.82	
374.959	-28.21	
375.012	-30.41	
375.066	-30.81	
375.120	-30.42	
375.173	-28.83	
375.227	-27.38	
375.280	-25.92	
375.334	-24.26	
375.387	-25.92	
375.441	-27.88	
375.494	-28.80	
375.548	-29.17	
375.602	-29.12	
375.655	-28.76	
375.709	-27.34	
375.762	-27.69	
375.816	-28.17	
375.869	-28.12	
375.923	-27.76	
375.976	-27.40	
376.030	-26.54	
376.083	-27.24	
376.137	-29.34	
376.190	-28.34	
376.244	-27.59	
376.297	-27.33	
376.351	-27.04	
376.404	-26.21	
376.458	-26.61	
376.511	-27.54	
376.565	-28.00	
376.618	-28.09	
376.672	-26.92	
376.725	-25.93	
376.779	-25.14	
376.832	-25.90	
376.886	-26.50	
376.939	-27.46	
376.993	-27.67	
377.046	-27.06	
377.100	-26.73	
377.153	-26.59	
377.207	-26.54	
377.260	-27.59	
377.314	-28.72	
377.367	-29.34	
377.421	-29.37	
377.474	-27.85	
377.528	-26.23	
377.581	-25.32	
377.634	-25.42	
377.688	-26.01	
377.741	-27.54	
377.795	-28.86	
377.848	-29.69	
377.902	-28.80	
377.955	-27.20	
378.009	-24.28	
378.062	-24.27	
378.116	-25.00	
378.169	-26.37	
378.222	-27.61	
378.276	-28.13	
378.329	-28.19	
378.383	-27.85	
378.436	-27.24	
378.490	-26.72	
378.543	-26.26	
378.596	-27.52	
378.650	-30.67	
378.703	-30.95	
378.757	-30.86	
378.810	-29.92	
378.863	-28.39	
378.917	-26.85	
378.970	-25.59	
379.024	-26.22	
379.077	-26.75	
379.130	-27.20	
379.184	-27.64	
379.237	-27.33	
379.291	-26.88	
379.344	-25.69	
379.397	-24.70	
379.451	-27.44	
379.504	-29.23	
379.558	-29.79	
379.611	-29.63	
379.664	-29.09	
379.718	-27.78	
379.771	-26.65	
379.824	-26.35	
379.878	-27.31	
379.931	-28.78	
379.985	-29.58	
380.038	-29.21	
380.091	-28.38	
380.145	-27.41	
380.198	-27.86	
380.251	-28.97	
380.305	-28.39	
380.358	-27.14	
380.411	-26.01	
380.465	-25.82	
380.518	-26.50	
380.571	-27.77	
380.625	-28.03	
380.678	-27.08	
380.731	-25.65	
380.785	-25.46	
380.838	-26.63	
380.891	-27.57	
380.945	-27.70	
380.998	-27.46	
381.051	-27.07	
381.105	-26.48	
381.158	-25.75	
381.211	-25.90	
381.265	-27.78	
381.318	-29.90	
381.371	-31.50	
381.425	-31.48	
381.478	-30.22	
381.531	-28.39	
381.585	-26.37	
381.638	-26.05	
381.691	-26.69	
381.744	-27.65	
381.798	-28.30	
381.851	-28.44	
381.904	-25.40	
381.958	-24.43	
382.011	-25.00	
382.064	-26.51	
382.117	-28.61	
382.171	-30.65	
382.224	-30.48	
382.277	-28.80	
382.331	-26.07	
382.384	-24.58	
382.437	-25.62	
382.490	-28.42	
382.544	-29.17	
382.597	-28.63	
382.650	-27.86	
382.703	-27.06	
382.757	-25.91	
382.810	-24.38	
382.863	-25.08	
382.916	-26.79	
382.970	-28.69	
383.023	-30.27	
383.076	-30.24	
383.129	-29.17	
383.183	-26.50	
383.236	-26.89	
383.289	-28.13	
383.342	-28.56	
383.396	-28.42	
383.449	-27.58	
383.502	-26.82	
383.555	-26.46	
383.608	-24.77	
383.662	-25.05	
383.715	-26.86	
383.768	-28.33	
383.821	-28.23	
383.875	-26.49	
383.928	-24.98	
383.981	-23.90	
384.034	-26.52	
384.087	-28.12	
384.141	-28.40	
384.194	-27.78	
384.247	-27.09	
384.300	-26.41	
384.353	-24.11	
384.407	-24.39	
384.460	-26.75	
384.513	-27.61	
384.566	-27.73	
384.619	-27.58	
384.672	-27.63	
384.726	-27.70	
384.779	-27.72	
384.832	-27.78	
384.885	-28.29	
384.938	-28.09	
384.991	-27.12	
385.045	-25.96	
385.098	-24.81	
385.151	-25.09	
385.204	-26.48	
385.257	-28.43	
385.310	-30.25	
385.364	-28.96	
385.417	-27.46	
385.470	-27.02	
385.523	-27.67	
385.576	-29.49	
385.629	-30.31	
385.682	-30.03	
385.736	-27.98	
385.789	-26.70	
385.842	-25.89	
385.895	-25.24	
385.948	-24.82	
386.001	-24.51	
386.054	-23.91	
386.107	-25.52	
386.161	-26.76	
386.214	-28.10	
386.267	-28.74	
386.320	-29.34	
386.373	-29.94	
386.426	-29.99	
386.479	-28.81	
386.532	-27.54	
386.585	-26.42	
386.639	-26.10	
386.692	-26.50	
386.745	-28.01	
386.798	-28.44	
386.851	-28.73	
386.904	-27.94	
386.957	-27.16	
387.010	-25.84	
387.063	-25.81	
387.116	-26.85	
387.169	-29.47	
387.223	-29.49	
387.276	-29.54	
387.329	-29.31	
387.382	-28.46	
387.435	-27.18	
387.488	-25.45	
387.541	-24.02	
387.594	-25.41	
387.647	-27.07	
387.700	-28.46	
387.753	-29.62	
387.806	-29.96	
387.859	-28.96	
387.912	-28.01	
387.965	-27.04	
388.018	-26.82	
388.072	-28.19	
388.125	-30.49	
388.178	-31.27	
388.231	-31.50	
388.284	-29.66	
388.337	-27.55	
388.390	-28.34	
388.443	-29.96	
388.496	-30.97	
388.549	-31.01	
388.602	-30.68	
388.655	-27.41	
388.708	-25.71	
388.761	-25.43	
388.814	-25.76	
388.867	-27.15	
388.920	-27.33	
388.973	-26.17	
389.026	-24.99	
389.079	-24.25	
389.132	-23.65	
389.185	-22.65	
389.238	-22.65	
389.291	-28.46	
389.344	-28.66	
389.397	-28.87	
389.450	-28.62	
389.503	-27.82	
389.556	-27.10	
389.609	-26.82	
389.662	-27.96	
389.715	-29.48	
389.768	-30.46	
389.821	-30.19	
389.874	-28.85	
389.927	-27.13	
389.980	-24.95	
390.033	-24.25	
390.086	-27.53	
390.139	-28.67	
390.192	-29.01	
390.245	-28.30	
390.297	-27.73	
390.350	-26.91	
390.403	-26.18	
390.456	-25.88	
390.509	-26.84	
390.562	-27.48	
390.615	-28.43	
390.668	-28.41	
390.721	-28.65	
390.774	-28.66	
390.827	-28.32	
390.880	-26.92	
390.933	-25.08	
390.986	-23.98	
391.039	-26.57	
391.092	-28.42	
391.144	-29.83	
391.197	-30.42	
391.250	-27.14	
391.303	-24.01	
391.356	-25.50	
391.409	-28.28	
391.462	-30.81	
391.515	-32.28	
391.568	-30.96	
391.621	-30.36	
391.674	-27.45	
391.726	-26.02	
391.779	-26.71	
391.832	-27.23	
391.885	-27.06	
391.938	-26.02	
391.991	-25.17	
392.044	-24.75	
392.097	-25.24	
392.150	-27.67	
392.203	-29.36	
392.255	-30.21	
392.308	-30.27	
392.361	-29.83	
392.414	-29.07	
392.467	-28.05	
392.520	-27.05	
392.573	-26.17	
392.625	-25.64	
392.678	-26.62	
392.731	-28.63	
392.784	-29.36	
392.837	-28.88	
392.890	-27.92	
392.943	-27.21	
392.995	-27.38	
393.048	-28.63	
393.101	-29.34	
393.154	-28.81	
393.207	-27.89	
393.260	-26.63	
393.312	-25.69	
393.365	-25.39	
393.418	-25.61	
393.471	-26.64	
393.524	-26.60	
393.577	-26.24	
393.629	-25.71	
393.682	-27.84	
393.735	-29.27	
393.788	-29.45	
393.841	-26.57	
393.894	-26.23	
393.946	-27.57	
393.999	-33.32	
394.052	-32.60	
394.105	-28.28	
394.158	-29.46	
394.210	-29.39	
394.263	-28.83	
394.316	-29.20	
394.369	-30.05	
394.422	-30.63	
394.474	-29.38	
394.527	-28.10	
394.580	-28.27	
394.633	-30.30	
394.686	-31.32	
394.738	-30.96	
394.791	-29.49	
394.844	-27.82	
394.897	-26.55	
394.949	-25.95	
395.002	-26.11	
395.055	-27.30	
395.108	-28.12	
395.160	-28.72	
395.213	-28.56	
395.266	-27.46	
395.319	-26.02	
395.371	-26.48	
395.424	-29.24	
395.477	-30.50	
395.530	-30.08	
395.582	-29.03	
395.635	-31.46	
395.688	-33.81	
395.741	-29.76	
395.793	-27.87	
395.846	-28.81	
395.899	-31.11	
395.952	-31.19	
396.004	-30.38	
396.057	-28.67	
396.110	-27.17	
396.163	-26.19	
396.215	-26.21	
396.268	-28.94	
396.321	-28.85	
396.373	-27.85	
396.426	-27.12	
396.479	-26.24	
396.532	-26.18	
396.584	-26.94	
396.637	-27.25	
396.690	-27.12	
396.742	-26.43	
396.795	-25.67	
396.848	-25.22	
396.900	-26.47	
396.953	-27.75	
397.006	-29.03	
397.059	-29.77	
397.111	-29.58	
397.164	-29.50	
397.217	-30.22	
397.269	-31.18	
397.322	-30.11	
397.375	-28.54	
397.427	-27.01	
397.480	-27.04	
397.533	-27.38	
397.585	-27.41	
397.638	-27.28	
397.691	-28.31	
397.743	-30.60	
397.796	-31.89	
397.849	-31.61	
397.901	-30.26	
397.954	-28.35	
398.007	-26.87	
398.059	-26.55	
398.112	-28.44	
398.164	-30.03	
398.217	-30.62	
398.270	-30.44	
398.322	-30.10	
398.375	-28.80	
398.428	-27.45	
398.480	-26.98	
398.533	-28.21	
398.586	-30.19	
398.638	-27.71	
398.691	-27.00	
398.743	-28.44	
398.796	-29.51	
398.849	-30.52	
398.901	-30.43	
398.954	-29.47	
399.006	-26.77	
399.059	-26.77	
399.112	-27.36	
399.164	-27.71	
399.217	-27.81	
399.269	-27.57	
399.322	-27.28	
399.375	-27.12	
399.427	-27.86	
399.480	-28.31	
399.532	-27.84	
399.585	-27.29	
399.638	-26.65	
399.690	-25.94	
399.743	-26.13	
399.795	-27.15	
399.848	-29.49	
399.901	-30.64	
399.953	-30.19	
400.006	-28.78	
400.058	-27.33	
400.111	-25.45	
400.163	-25.44	
400.216	-29.54	
400.268	-29.94	
400.321	-29.28	
400.374	-28.79	
400.426	-28.85	
400.479	-29.39	
400.531	-28.57	
400.584	-27.60	
400.636	-27.29	
400.689	-28.23	
400.741	-29.12	
400.794	-29.02	
400.847	-27.64	
400.899	-26.28	
400.952	-25.83	
401.004	-26.07	
401.057	-26.16	
401.109	-25.89	
401.162	-26.58	
401.214	-27.24	
401.267	-27.13	
401.319	-27.10	
401.372	-26.93	
401.424	-26.61	
401.477	-26.42	
401.529	-26.32	
401.582	-25.32	
401.634	-24.86	
401.687	-25.62	
401.739	-25.60	
401.792	-25.47	
401.844	-25.58	
401.897	-25.78	
401.949	-26.18	
402.002	-26.37	
402.054	-26.74	
402.107	-27.52	
402.159	-28.35	
402.212	-28.85	
402.264	-28.97	
402.317	-28.85	
402.369	-27.90	
402.422	-26.48	
402.474	-25.59	
402.527	-25.40	
402.579	-25.81	
402.632	-26.80	
402.684	-28.87	
402.736	-30.47	
402.789	-31.29	
402.841	-30.81	
402.894	-29.10	
402.946	-27.47	
402.999	-26.64	
403.051	-26.94	
403.104	-27.56	
403.156	-28.24	
403.209	-29.16	
403.261	-30.21	
403.313	-30.77	
403.366	-30.21	
403.418	-28.78	
403.471	-27.19	
403.523	-26.38	
403.576	-27.44	
403.628	-30.88	
403.680	-30.77	
403.733	-28.06	
403.785	-25.91	
403.838	-25.19	
403.890	-25.97	
403.943	-28.23	
403.995	-30.76	
404.047	-31.72	
404.100	-31.69	
404.152	-30.87	
404.205	-29.37	
404.257	-27.89	
404.309	-28.24	
404.362	-29.69	
404.414	-29.89	
404.467	-29.53	
404.519	-28.76	
404.571	-27.69	
404.624	-26.48	
404.676	-27.15	
404.728	-29.25	
404.781	-30.98	
404.833	-32.18	
404.886	-31.75	
404.938	-30.26	
404.990	-28.59	
405.043	-26.94	
405.095	-26.00	
405.147	-26.12	
405.200	-27.86	
405.252	-29.40	
405.305	-30.34	
405.357	-31.07	
405.409	-31.45	
405.462	-30.29	
405.514	-28.45	
405.566	-26.49	
405.619	-25.39	
405.671	-27.09	
405.723	-27.73	
405.776	-28.03	
405.828	-28.14	
405.880	-28.94	
405.933	-30.26	
405.985	-30.58	
406.037	-29.49	
406.090	-27.63	
406.142	-26.15	
406.194	-27.71	
406.247	-28.58	
406.299	-29.14	
406.351	-29.16	
406.404	-28.49	
406.456	-28.79	
406.508	-27.22	
406.561	-25.63	
406.613	-27.13	
406.665	-28.41	
406.717	-29.38	
406.770	-29.97	
406.822	-29.51	
406.874	-27.68	
406.927	-25.47	
406.979	-24.52	
407.031	-25.40	
407.084	-28.84	
407.136	-29.97	
407.188	-28.81	
407.240	-27.11	
407.293	-24.11	
407.345	-26.77	
407.397	-27.75	
407.450	-27.42	
407.502	-26.75	
407.554	-26.06	
407.606	-27.97	
407.659	-28.56	
407.711	-26.92	
407.763	-25.75	
407.815	-25.84	
407.868	-27.17	
407.920	-28.16	
407.972	-28.62	
408.024	-28.80	
408.077	-26.08	
408.129	-26.10	
408.181	-27.51	
408.233	-28.45	
408.286	-28.58	
408.338	-28.19	
408.390	-27.48	
408.442	-26.61	
408.495	-26.05	
408.547	-25.86	
408.599	-27.06	
408.651	-27.10	
408.703	-27.83	
408.756	-28.52	
408.808	-28.65	
408.860	-28.02	
408.912	-26.81	
408.965	-26.05	
409.017	-28.92	
409.069	-30.05	
409.121	-30.78	
409.173	-31.21	
409.226	-31.23	
409.278	-29.75	
409.330	-27.39	
409.382	-27.57	
409.434	-28.24	
409.487	-27.30	
409.539	-26.68	
409.591	-27.52	
409.643	-28.93	
409.695	-28.63	
409.748	-28.40	
409.800	-28.79	
409.852	-28.47	
409.904	-27.98	
409.956	-27.51	
410.008	-27.28	
410.061	-28.07	
410.113	-29.66	
410.165	-30.80	
410.217	-30.19	
410.269	-28.54	
410.321	-26.91	
410.374	-25.82	
410.426	-26.78	
410.478	-30.46	
410.530	-29.61	
410.582	-27.99	
410.634	-26.40	
410.687	-25.71	
410.739	-27.78	
410.791	-29.99	
410.843	-30.29	
410.895	-29.64	
410.947	-28.63	
410.999	-27.38	
411.051	-27.72	
411.104	-28.38	
411.156	-29.21	
411.208	-29.38	
411.260	-29.44	
411.312	-29.14	
411.364	-28.43	
411.416	-27.48	
411.468	-26.48	
411.521	-29.20	
411.573	-30.56	
411.625	-31.01	
411.677	-26.46	
411.729	-25.13	
411.781	-25.02	
411.833	-24.66	
411.885	-26.69	
411.937	-28.41	
411.990	-29.13	
412.042	-28.92	
412.094	-28.28	
412.146	-27.56	
412.198	-27.35	
412.250	-26.92	
412.302	-26.14	
412.354	-26.79	
412.406	-27.86	
412.458	-28.17	
412.510	-28.10	
412.562	-27.52	
412.614	-27.00	
412.667	-26.11	
412.719	-27.33	
412.771	-30.64	
412.823	-31.87	
412.875	-33.03	
412.927	-32.79	
412.979	-31.27	
413.031	-29.61	
413.083	-27.77	
413.135	-26.57	
413.187	-26.81	
413.239	-28.79	
413.291	-29.93	
413.343	-30.18	
413.395	-29.46	
413.447	-28.01	
413.499	-26.46	
413.551	-25.41	
413.603	-26.03	
413.655	-27.42	
413.707	-28.18	
413.759	-28.15	
413.812	-28.31	
413.864	-28.38	
413.916	-27.94	
413.968	-27.03	
414.020	-24.99	
414.072	-27.69	
414.124	-28.22	
414.176	-28.17	
414.228	-27.73	
414.280	-27.06	
414.332	-26.44	
414.384	-24.99	
414.436	-26.98	
414.488	-29.37	
414.540	-27.43	
414.592	-26.46	
414.644	-25.00	
414.696	-24.78	
414.748	-25.58	
414.800	-26.24	
414.852	-28.09	
414.904	-29.42	
414.955	-29.93	
415.007	-27.25	
415.059	-24.88	
415.111	-25.01	
415.163	-26.38	
415.215	-28.16	
415.267	-29.00	
415.319	-28.36	
415.371	-28.07	
415.423	-25.87	
415.475	-27.35	
415.527	-27.65	
415.579	-28.57	
415.631	-29.11	
415.683	-28.88	
415.735	-29.43	
415.787	-28.04	
415.839	-26.89	
415.891	-28.53	
415.943	-28.97	
415.995	-29.00	
416.047	-28.01	
416.098	-27.56	
416.150	-26.28	
416.202	-25.60	
416.254	-26.35	
416.306	-28.10	
416.358	-29.41	
416.410	-30.01	
416.462	-29.64	
416.514	-28.18	
416.566	-26.90	
416.618	-27.50	
416.670	-27.48	
416.721	-27.72	
416.773	-27.61	
416.825	-27.55	
416.877	-25.38	
416.929	-25.41	
416.981	-26.23	
417.033	-27.76	
417.085	-27.65	
417.137	-27.21	
417.189	-26.18	
417.240	-27.12	
417.292	-27.64	
417.344	-27.76	
417.396	-26.92	
417.448	-25.64	
417.500	-24.91	
417.552	-25.89	
417.604	-28.12	
417.655	-30.12	
417.707	-30.14	
417.759	-29.28	
417.811	-28.12	
417.863	-28.46	
417.915	-29.28	
417.967	-30.89	
418.018	-31.72	
418.070	-31.82	
418.122	-29.12	
418.174	-28.11	
418.226	-26.58	
418.278	-25.40	
418.330	-25.23	
418.381	-26.38	
418.433	-27.65	
418.485	-28.52	
418.537	-28.64	
418.589	-28.49	
418.641	-28.48	
418.692	-28.74	
418.744	-29.07	
418.796	-28.82	
418.848	-28.63	
418.900	-28.47	
418.952	-27.22	
419.003	-27.10	
419.055	-27.60	
419.107	-28.29	
419.159	-28.75	
419.211	-27.84	
419.262	-27.30	
419.314	-26.41	
419.366	-25.75	
419.418	-25.26	
419.470	-26.22	
419.521	-27.85	
419.573	-28.61	
419.625	-29.19	
419.677	-28.16	
419.729	-27.26	
419.780	-24.76	
419.832	-24.87	
419.884	-25.88	
419.936	-27.30	
419.987	-28.48	
420.039	-28.36	
420.091	-26.93	
420.143	-26.26	
420.195	-25.99	
420.246	-26.28	
420.298	-27.80	
420.350	-29.64	
420.402	-30.11	
420.453	-29.93	
420.505	-29.38	
420.557	-28.55	
420.609	-28.03	
420.660	-26.95	
420.712	-27.37	
420.764	-29.40	
420.816	-29.21	
420.867	-28.28	
420.919	-26.45	
420.971	-25.00	
421.023	-24.82	
421.074	-25.48	
421.126	-25.87	
421.178	-26.59	
421.229	-26.97	
421.281	-27.41	
421.333	-27.96	
421.385	-27.78	
421.436	-26.63	
421.488	-26.64	
421.540	-27.98	
421.592	-29.78	
421.643	-30.51	
421.695	-30.15	
421.747	-29.28	
421.798	-28.55	
421.850	-28.04	
421.902	-27.25	
421.953	-26.06	
422.005	-26.16	
422.057	-25.95	
422.109	-25.54	
422.160	-24.85	
422.212	-24.57	
422.264	-24.46	
422.315	-24.89	
422.367	-26.09	
422.419	-27.54	
422.470	-28.67	
422.522	-28.57	
422.574	-28.63	
422.625	-29.04	
422.677	-29.45	
422.729	-29.23	
422.780	-28.69	
422.832	-27.99	
422.884	-28.15	
422.935	-27.35	
422.987	-27.18	
423.039	-27.53	
423.090	-27.79	
423.142	-27.69	
423.194	-27.58	
423.245	-27.04	
423.297	-27.38	
423.349	-30.03	
423.400	-30.73	
423.452	-30.13	
423.503	-28.47	
423.555	-27.25	
423.607	-26.10	
423.658	-25.83	
423.710	-27.96	
423.762	-28.08	
423.813	-28.41	
423.865	-29.03	
423.916	-29.58	
423.968	-29.14	
424.020	-28.14	
424.071	-27.12	
424.123	-27.64	
424.175	-29.51	
424.226	-30.03	
424.278	-29.60	
424.329	-27.61	
424.381	-26.33	
424.433	-25.86	
424.484	-25.34	
424.536	-26.30	
424.587	-28.38	
424.639	-30.71	
